rep_id,rep_name,region,city,month_year,monthly_rx,rolling_3m_avg_rx,efficiency_ratio,performance_quadrant
16,Chakradev Kari,North,Lucknow,2024-12,528,580.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-07,447,447.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-08,474,460.5,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-09,445,455.33,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-10,569,496.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-11,575,529.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2023-12,500,548.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-01,510,528.33,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-02,586,532.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-03,569,555.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-04,579,578.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-05,609,585.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-06,599,595.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-07,483,563.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-08,514,532.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-09,508,501.67,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-10,586,536.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-11,628,574.0,1.111,"High Effort, High Impact"
17,Fariq Kaul,North,Lucknow,2024-12,528,580.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-07,447,447.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-08,474,460.5,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-09,445,455.33,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-10,569,496.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-11,575,529.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2023-12,500,548.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-01,510,528.33,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-02,586,532.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-03,569,555.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-04,579,578.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-05,609,585.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-06,599,595.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-07,483,563.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-08,514,532.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-09,508,501.67,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-10,586,536.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-11,628,574.0,1.111,"High Effort, High Impact"
18,Lajita Mall,North,Lucknow,2024-12,528,580.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-07,447,447.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-08,474,460.5,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-09,445,455.33,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-10,569,496.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-11,575,529.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2023-12,500,548.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-01,510,528.33,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-02,586,532.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-03,569,555.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-04,579,578.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-05,609,585.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-06,599,595.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-07,483,563.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-08,514,532.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-09,508,501.67,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-10,586,536.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-11,628,574.0,1.111,"High Effort, High Impact"
19,Janya Gaba,North,Lucknow,2024-12,528,580.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-07,447,447.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-08,474,460.5,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-09,445,455.33,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-10,569,496.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-11,575,529.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2023-12,500,548.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-01,510,528.33,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-02,586,532.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-03,569,555.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-04,579,578.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-05,609,585.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-06,599,595.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-07,483,563.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-08,514,532.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-09,508,501.67,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-10,586,536.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-11,628,574.0,1.111,"High Effort, High Impact"
20,Isha Kadakia,North,Lucknow,2024-12,528,580.67,1.111,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-07,440,440.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-08,442,441.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-09,436,439.33,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-10,568,482.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-11,516,506.67,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2023-12,473,519.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-01,486,491.67,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-02,535,498.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-03,568,529.67,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-04,518,540.33,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-05,540,542.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-06,536,531.33,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-07,458,511.33,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-08,512,502.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-09,502,490.67,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-10,549,521.0,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-11,603,551.33,1.142,"High Effort, High Impact"
21,Ekbal Garg,North,Jaipur,2024-12,504,552.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-07,440,440.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-08,442,441.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-09,436,439.33,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-10,568,482.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-11,516,506.67,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2023-12,473,519.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-01,486,491.67,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-02,535,498.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-03,568,529.67,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-04,518,540.33,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-05,540,542.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-06,536,531.33,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-07,458,511.33,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-08,512,502.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-09,502,490.67,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-10,549,521.0,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-11,603,551.33,1.142,"High Effort, High Impact"
22,Nihal Shere,North,Jaipur,2024-12,504,552.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-07,440,440.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-08,442,441.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-09,436,439.33,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-10,568,482.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-11,516,506.67,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2023-12,473,519.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-01,486,491.67,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-02,535,498.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-03,568,529.67,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-04,518,540.33,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-05,540,542.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-06,536,531.33,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-07,458,511.33,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-08,512,502.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-09,502,490.67,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-10,549,521.0,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-11,603,551.33,1.142,"High Effort, High Impact"
23,Anamika Kanda,North,Jaipur,2024-12,504,552.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-07,440,440.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-08,442,441.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-09,436,439.33,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-10,568,482.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-11,516,506.67,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2023-12,473,519.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-01,486,491.67,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-02,535,498.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-03,568,529.67,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-04,518,540.33,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-05,540,542.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-06,536,531.33,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-07,458,511.33,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-08,512,502.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-09,502,490.67,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-10,549,521.0,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-11,603,551.33,1.142,"High Effort, High Impact"
24,Daksh Karnik,North,Jaipur,2024-12,504,552.0,1.142,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-07,441,441.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-08,442,441.5,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-09,420,434.33,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-10,531,464.33,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-11,504,485.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2023-12,479,504.67,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-01,468,483.67,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-02,555,500.67,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-03,529,517.33,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-04,518,534.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-05,552,533.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-06,543,537.67,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-07,472,522.33,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-08,464,493.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-09,462,466.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-10,542,489.33,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-11,571,525.0,1.12,"High Effort, High Impact"
25,Diya Rattan,North,Jaipur,2024-12,512,541.67,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-07,441,441.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-08,442,441.5,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-09,420,434.33,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-10,531,464.33,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-11,504,485.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2023-12,479,504.67,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-01,468,483.67,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-02,555,500.67,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-03,529,517.33,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-04,518,534.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-05,552,533.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-06,543,537.67,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-07,472,522.33,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-08,464,493.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-09,462,466.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-10,542,489.33,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-11,571,525.0,1.12,"High Effort, High Impact"
26,Dominic Kakar,North,Jaipur,2024-12,512,541.67,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-07,441,441.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-08,442,441.5,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-09,420,434.33,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-10,531,464.33,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-11,504,485.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2023-12,479,504.67,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-01,468,483.67,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-02,555,500.67,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-03,529,517.33,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-04,518,534.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-05,552,533.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-06,543,537.67,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-07,472,522.33,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-08,464,493.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-09,462,466.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-10,542,489.33,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-11,571,525.0,1.12,"High Effort, High Impact"
27,Simon Tata,North,Jaipur,2024-12,512,541.67,1.12,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-07,268,268.0,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-08,330,299.0,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-09,317,305.0,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-10,429,358.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-11,396,380.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2023-12,368,397.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-01,330,364.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-02,395,364.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-03,413,379.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-04,453,420.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-05,420,428.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-06,443,438.67,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-07,344,402.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-08,347,378.0,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-09,312,334.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-10,412,357.0,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-11,438,387.33,2.001,"High Effort, High Impact"
28,Tara Dhar,North,Chandigarh,2024-12,413,421.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-07,268,268.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-08,330,299.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-09,317,305.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-10,429,358.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-11,396,380.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2023-12,368,397.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-01,330,364.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-02,395,364.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-03,413,379.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-04,453,420.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-05,420,428.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-06,443,438.67,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-07,344,402.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-08,347,378.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-09,312,334.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-10,412,357.0,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-11,438,387.33,2.001,"High Effort, High Impact"
29,Liam Koshy,North,Chandigarh,2024-12,413,421.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-07,268,268.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-08,330,299.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-09,317,305.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-10,429,358.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-11,396,380.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2023-12,368,397.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-01,330,364.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-02,395,364.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-03,413,379.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-04,453,420.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-05,420,428.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-06,443,438.67,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-07,344,402.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-08,347,378.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-09,312,334.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-10,412,357.0,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-11,438,387.33,2.001,"High Effort, High Impact"
30,Priya Rastogi,North,Chandigarh,2024-12,413,421.0,2.001,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-07,260,260.0,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-08,335,297.5,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-09,331,308.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-10,409,358.33,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-11,395,378.33,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2023-12,357,387.0,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-01,336,362.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-02,409,367.33,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-03,430,391.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-04,453,430.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-05,434,439.0,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-06,450,445.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-07,334,406.0,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-08,354,379.33,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-09,316,334.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-10,424,364.67,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-11,473,404.33,2.023,"High Effort, High Impact"
31,Theodore Devi,North,Chandigarh,2024-12,406,434.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-07,260,260.0,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-08,335,297.5,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-09,331,308.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-10,409,358.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-11,395,378.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2023-12,357,387.0,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-01,336,362.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-02,409,367.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-03,430,391.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-04,453,430.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-05,434,439.0,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-06,450,445.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-07,334,406.0,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-08,354,379.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-09,316,334.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-10,424,364.67,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-11,473,404.33,2.023,"High Effort, High Impact"
32,Gavin Batta,North,Chandigarh,2024-12,406,434.33,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-07,260,260.0,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-08,335,297.5,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-09,331,308.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-10,409,358.33,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-11,395,378.33,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2023-12,357,387.0,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-01,336,362.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-02,409,367.33,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-03,430,391.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-04,453,430.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-05,434,439.0,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-06,450,445.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-07,334,406.0,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-08,354,379.33,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-09,316,334.67,2.023,"High Effort, High Impact"
33,Michael Dutta,North,Chandigarh,2024-10,424,364.67,2.023,"High Effort, High Impact"
