hcp_id,hcp_name,city_id,specialty,loyalty_tier,potential_score,potential_tier,avg_rx_lift_pct,responsiveness,priority_bucket
498,Ryan Das,3,Diabetologist,Competitor_Loyal,17,Low,6.917142857142857,Non-responsive,Priority D
499,Tarak Vohra,12,Diabetologist,Switcher,43,Low,20.768,Responsive,Priority C
500,Vincent Ravel,5,GP,Switcher,36,Low,1.0445454545454553,Non-responsive,Priority D
501,Qadim Narayanan,12,Diabetologist,Brand_Loyal,70,High,-2.272,Non-responsive,Priority B
502,Saumya Purohit,5,GP,Switcher,88,High,10.236363636363636,Non-responsive,Priority B
503,Hemangini Sachdev,7,Diabetologist,Brand_Loyal,73,High,1.8055555555555556,Non-responsive,Priority B
504,Daksha Baria,6,Diabetologist,Competitor_Loyal,86,High,-3.63,Non-responsive,Priority B
505,Dominic Dixit,12,GP,Switcher,58,Low,12.727500000000001,Non-responsive,Priority D
506,Bimala Manne,14,Diabetologist,Switcher,26,Low,32.825714285714284,Responsive,Priority C
507,Priya Gulati,15,GP,Switcher,27,Low,0.00749999999999984,Non-responsive,Priority D
508,Farhan Raja,1,Diabetologist,Switcher,65,High,4.596363636363637,Non-responsive,Priority B
509,Vedhika Sabharwal,14,Cardiologist,Competitor_Loyal,67,High,9.489999999999998,Non-responsive,Priority B
510,Hiral Rajan,8,Cardiologist,Switcher,31,Low,3.3266666666666667,Non-responsive,Priority D
511,Upasna Lanka,1,GP,Competitor_Loyal,70,High,-1.486666666666667,Non-responsive,Priority B
512,Nidhi Bail,2,Cardiologist,Competitor_Loyal,45,Low,-6.035,Non-responsive,Priority D
513,Neelima Sarna,5,Diabetologist,Competitor_Loyal,52,Low,56.114,Responsive,Priority C
514,Anthony Majumdar,12,GP,Switcher,84,High,-5.9023076923076925,Non-responsive,Priority B
515,Ranbir Bhatnagar,14,Cardiologist,Switcher,64,High,2.031428571428571,Non-responsive,Priority B
516,Indali Srinivas,12,Cardiologist,Brand_Loyal,34,Low,3.8818181818181823,Non-responsive,Priority D
517,Deepa Nigam,12,Diabetologist,Competitor_Loyal,47,Low,15.0,Non-responsive,Priority D
518,Devika Nair,1,GP,Brand_Loyal,71,High,-0.6641666666666666,Non-responsive,Priority B
519,Chaitaly Bhagat,12,GP,Switcher,56,Low,3.8516666666666666,Non-responsive,Priority D
520,Aadhya Raman,13,GP,Competitor_Loyal,36,Low,18.0775,Responsive,Priority C
521,Sanya Apte,6,GP,Brand_Loyal,80,High,0.9670000000000002,Non-responsive,Priority B
522,Amol Parikh,3,Cardiologist,Competitor_Loyal,72,High,4.747142857142856,Non-responsive,Priority B
523,Gaurangi Wali,14,GP,Switcher,74,High,3.9814285714285718,Non-responsive,Priority B
524,Umang Yogi,6,GP,Brand_Loyal,84,High,-7.140000000000001,Non-responsive,Priority B
525,Om Naik,6,Cardiologist,Switcher,63,High,6.718000000000001,Non-responsive,Priority B
526,Manya Merchant,6,Diabetologist,Competitor_Loyal,75,High,3.4659999999999997,Non-responsive,Priority B
527,Nandini Chandran,5,GP,Competitor_Loyal,70,High,4.690909090909091,Non-responsive,Priority B
528,Gayathri Deep,2,Cardiologist,Brand_Loyal,49,Low,7.98625,Non-responsive,Priority D
529,Nidhi Rama,7,Cardiologist,Brand_Loyal,40,Low,-3.4312499999999995,Non-responsive,Priority D
530,Hemangini Bahri,10,Cardiologist,Switcher,30,Low,16.0825,Responsive,Priority C
531,Agastya Chakraborty,7,GP,Brand_Loyal,55,Low,9.383333333333333,Non-responsive,Priority D
532,Amaira Ramanathan,11,Diabetologist,Switcher,40,Low,3.2575000000000003,Non-responsive,Priority D
533,Charvi Ravi,1,Cardiologist,Brand_Loyal,59,Low,-0.7718181818181816,Non-responsive,Priority D
534,William Mody,6,Cardiologist,Competitor_Loyal,66,High,8.718,Non-responsive,Priority B
535,Chatresh Mahajan,14,Diabetologist,Brand_Loyal,59,Low,8.872857142857143,Non-responsive,Priority D
536,Laban Chad,12,Cardiologist,Competitor_Loyal,82,High,14.044615384615385,Non-responsive,Priority B
537,Sarthak Bawa,12,Cardiologist,Switcher,57,Low,4.691666666666666,Non-responsive,Priority D
538,Shaurya Krish,6,Cardiologist,Competitor_Loyal,53,Low,-0.9270000000000003,Non-responsive,Priority D
539,Yashodhara Ratti,5,Diabetologist,Competitor_Loyal,77,High,15.576363636363636,Responsive,Priority A
540,Panini Kala,15,GP,Switcher,44,Low,-4.2325,Non-responsive,Priority D
541,Gautam Merchant,1,GP,Competitor_Loyal,57,Low,5.575555555555556,Non-responsive,Priority D
542,Qarin Jha,14,Diabetologist,Brand_Loyal,68,High,-0.9028571428571429,Non-responsive,Priority B
543,Vasudha Tella,12,Diabetologist,Brand_Loyal,84,High,8.249090909090908,Non-responsive,Priority B
544,Rishi Menon,9,GP,Brand_Loyal,55,Low,9.08909090909091,Non-responsive,Priority D
545,Wyatt Lanka,9,GP,Competitor_Loyal,45,Low,-7.047,Non-responsive,Priority D
546,Kevin Gokhale,9,Diabetologist,Brand_Loyal,73,High,3.6772727272727277,Non-responsive,Priority B
547,Bachittar Sengupta,6,GP,Competitor_Loyal,71,High,6.259,Non-responsive,Priority B
548,Rushil Patel,11,Diabetologist,Brand_Loyal,48,Low,3.59,Non-responsive,Priority D
549,Ishita Desai,11,GP,Switcher,49,Low,3.7775,Non-responsive,Priority D
550,Liam Guha,12,GP,Switcher,61,High,5.56,Non-responsive,Priority B
551,Darsh Gill,5,Cardiologist,Switcher,41,Low,-11.342857142857143,Non-responsive,Priority D
552,Ojasvi Bhatia,1,GP,Switcher,43,Low,6.453636363636364,Non-responsive,Priority D
553,Chandran Bumb,1,GP,Switcher,52,Low,7.031999999999999,Non-responsive,Priority D
554,Janaki Lad,9,Diabetologist,Switcher,66,High,-0.21000000000000013,Non-responsive,Priority B
555,Anusha Bath,1,Cardiologist,Brand_Loyal,57,Low,-0.625454545454545,Non-responsive,Priority D
556,Zaid Bahl,6,GP,Brand_Loyal,73,High,5.024,Non-responsive,Priority B
557,Gagan Vala,14,GP,Competitor_Loyal,63,High,11.252857142857142,Non-responsive,Priority B
558,Xiti Chowdhury,12,Diabetologist,Competitor_Loyal,88,High,-0.5463636363636362,Non-responsive,Priority B
559,Dhruv Rattan,1,GP,Competitor_Loyal,92,High,-1.288333333333333,Non-responsive,Priority B
560,Sachi Toor,12,GP,Switcher,77,High,10.207499999999998,Non-responsive,Priority B
561,Ikbal Khatri,5,Cardiologist,Brand_Loyal,72,High,-23.218,Non-responsive,Priority B
562,Zinal Deshpande,15,Diabetologist,Switcher,26,Low,5.145,Non-responsive,Priority D
563,Nihal Bhasin,9,Cardiologist,Switcher,59,Low,9.233636363636363,Non-responsive,Priority D
564,Noah Ben,6,Diabetologist,Competitor_Loyal,79,High,3.576666666666666,Non-responsive,Priority B
565,Fitan Tata,5,Diabetologist,Switcher,58,Low,11.05909090909091,Non-responsive,Priority D
566,Rachita Subramanian,8,Diabetologist,Switcher,38,Low,-0.8866666666666667,Non-responsive,Priority D
567,Dipta Pandya,9,GP,Competitor_Loyal,58,Low,-15.578,Non-responsive,Priority D
568,Farhan Sharaf,8,GP,Brand_Loyal,69,High,3.595,Non-responsive,Priority B
569,Chaman Lalla,7,Cardiologist,Switcher,33,Low,-11.406666666666666,Non-responsive,Priority D
570,Kamala Biswas,1,Diabetologist,Competitor_Loyal,61,High,0.9581818181818188,Non-responsive,Priority B
571,Netra Agrawal,9,Diabetologist,Competitor_Loyal,99,High,4.879090909090909,Non-responsive,Priority B
572,Pranit Kaul,12,GP,Brand_Loyal,42,Low,3.936363636363636,Non-responsive,Priority D
573,Chatura Shenoy,9,Cardiologist,Switcher,45,Low,0.425,Non-responsive,Priority D
574,Manan Sha,15,Diabetologist,Switcher,50,Low,-4.324999999999999,Non-responsive,Priority D
575,Samar Roy,5,Cardiologist,Switcher,21,Low,77.943,Responsive,Priority C
576,Bimala Mitra,9,Diabetologist,Switcher,59,Low,-3.247272727272727,Non-responsive,Priority D
577,Parth Sahni,5,Cardiologist,Competitor_Loyal,55,Low,2.760909090909091,Non-responsive,Priority D
578,Veer Chaudhry,9,GP,Switcher,42,Low,7.36090909090909,Non-responsive,Priority D
579,Ekavir Kari,9,Cardiologist,Switcher,84,High,-0.88,Non-responsive,Priority B
580,Meghana Sarma,15,GP,Competitor_Loyal,30,Low,10.0,Non-responsive,Priority D
581,Chandran Rastogi,12,Diabetologist,Competitor_Loyal,64,High,5.881818181818182,Non-responsive,Priority B
582,Abhiram Swamy,10,Cardiologist,Switcher,53,Low,-2.7699999999999996,Non-responsive,Priority D
583,Ayushman Raja,6,GP,Competitor_Loyal,59,Low,6.456999999999999,Non-responsive,Priority D
584,Bhavini Bose,2,GP,Switcher,73,High,-4.21125,Non-responsive,Priority B
585,Maanav Gola,12,GP,Competitor_Loyal,89,High,15.112727272727273,Responsive,Priority A
586,Zarna Ram,3,Diabetologist,Switcher,37,Low,-0.9371428571428572,Non-responsive,Priority D
587,Oliver Majumdar,11,GP,Competitor_Loyal,30,Low,9.035,Non-responsive,Priority D
588,Netra Chanda,9,GP,Competitor_Loyal,68,High,8.973636363636365,Non-responsive,Priority B
589,Dayita Shenoy,2,Diabetologist,Switcher,61,High,-1.9962499999999999,Non-responsive,Priority B
590,Simon Bail,1,Cardiologist,Brand_Loyal,74,High,-6.844166666666666,Non-responsive,Priority B
591,Chatresh Oza,12,GP,Switcher,53,Low,1.6909090909090916,Non-responsive,Priority D
592,Lakshit Rajagopal,6,Diabetologist,Competitor_Loyal,81,High,-2.246,Non-responsive,Priority B
593,Pranit Munshi,13,Cardiologist,Competitor_Loyal,50,Low,3.2875000000000005,Non-responsive,Priority D
594,Nidhi Kala,9,Diabetologist,Competitor_Loyal,76,High,9.881818181818183,Non-responsive,Priority B
595,Pooja Nazareth,13,GP,Brand_Loyal,70,High,1.2574999999999998,Non-responsive,Priority B
596,Nathan Mukhopadhyay,1,Diabetologist,Competitor_Loyal,64,High,17.468,Responsive,Priority A
597,Praneel Setty,12,Cardiologist,Switcher,31,Low,29.830833333333334,Responsive,Priority C
598,Chakrika Lad,7,GP,Switcher,66,High,0.9222222222222223,Non-responsive,Priority B
599,Girish Tiwari,6,Cardiologist,Brand_Loyal,30,Low,17.585714285714285,Responsive,Priority C
600,Nandini Biswas,6,GP,Brand_Loyal,67,High,-2.336666666666666,Non-responsive,Priority B
601,Hredhaan Kumar,8,GP,Brand_Loyal,35,Low,2.1133333333333337,Non-responsive,Priority D
602,Krish Rama,5,Diabetologist,Switcher,73,High,2.7589999999999995,Non-responsive,Priority B
603,Azad Saini,5,GP,Competitor_Loyal,69,High,1.1663636363636376,Non-responsive,Priority B
604,Pallavi Pau,9,Diabetologist,Switcher,49,Low,-3.42,Non-responsive,Priority D
605,Bhavya Batta,14,Diabetologist,Switcher,70,High,2.2942857142857145,Non-responsive,Priority B
606,Shivani Merchant,12,Diabetologist,Switcher,57,Low,-1.0163636363636364,Non-responsive,Priority D
607,Faris Raman,14,Diabetologist,Switcher,17,Low,53.684285714285714,Responsive,Priority C
608,Varenya Kade,9,Diabetologist,Switcher,36,Low,3.6680000000000006,Non-responsive,Priority D
609,Lajita Walia,2,Cardiologist,Brand_Loyal,50,Low,1.34375,Non-responsive,Priority D
610,Turvi Sachdev,12,Diabetologist,Competitor_Loyal,97,High,7.686153846153847,Non-responsive,Priority B
611,Chandresh Chaudhry,7,Cardiologist,Brand_Loyal,51,Low,5.7988888888888885,Non-responsive,Priority D
612,Om Pandey,5,Diabetologist,Switcher,68,High,2.974545454545455,Non-responsive,Priority B
613,Devansh Lall,9,Diabetologist,Switcher,58,Low,7.112727272727273,Non-responsive,Priority D
614,Nisha Vig,13,Diabetologist,Competitor_Loyal,52,Low,1.9387500000000006,Non-responsive,Priority D
615,Nandini Chaudry,15,Cardiologist,Switcher,33,Low,1.145,Non-responsive,Priority D
616,Prisha Nadig,12,Diabetologist,Switcher,47,Low,9.425454545454544,Non-responsive,Priority D
617,Sachi Rai,7,Cardiologist,Switcher,90,High,-7.79125,Non-responsive,Priority B
618,Krish Vala,9,GP,Competitor_Loyal,27,Low,0.643,Non-responsive,Priority D
619,Harshil D’Alia,6,GP,Brand_Loyal,70,High,6.6240000000000006,Non-responsive,Priority B
620,Inaya Kunda,6,Cardiologist,Switcher,49,Low,9.163333333333334,Non-responsive,Priority D
621,Siddharth Ghose,12,Diabetologist,Switcher,46,Low,17.123636363636365,Responsive,Priority C
622,Ekansh Raja,9,Diabetologist,Competitor_Loyal,65,High,1.6681818181818182,Non-responsive,Priority B
623,Kiaan Dhar,6,Cardiologist,Competitor_Loyal,77,High,17.101,Responsive,Priority A
624,Anay Thakkar,5,Diabetologist,Brand_Loyal,69,High,1.580909090909091,Non-responsive,Priority B
625,Gabriel Taneja,12,GP,Brand_Loyal,83,High,5.53923076923077,Non-responsive,Priority B
626,Saanvi Nagi,7,Diabetologist,Brand_Loyal,42,Low,13.984444444444442,Non-responsive,Priority D
627,Anirudh Patla,12,Cardiologist,Brand_Loyal,56,Low,4.430833333333333,Non-responsive,Priority D
628,Ranveer Hans,12,GP,Competitor_Loyal,82,High,7.2316666666666665,Non-responsive,Priority B
629,Brijesh Mani,5,GP,Competitor_Loyal,55,Low,10.584545454545456,Non-responsive,Priority D
630,Jagrati Choudhary,12,GP,Switcher,77,High,16.783333333333335,Responsive,Priority A
631,Tanveer Vala,2,Diabetologist,Switcher,71,High,-0.59375,Non-responsive,Priority B
632,Tripti Bajwa,13,Cardiologist,Brand_Loyal,74,High,2.5725,Non-responsive,Priority B
633,Anirudh Kunda,3,Diabetologist,Switcher,50,Low,0.8228571428571428,Non-responsive,Priority D
634,Mitali Oza,8,GP,Competitor_Loyal,64,High,7.585,Non-responsive,Priority B
635,Jonathan Sama,1,Cardiologist,Competitor_Loyal,65,High,-2.1683333333333334,Non-responsive,Priority B
636,Maya Wadhwa,5,Cardiologist,Competitor_Loyal,38,Low,-6.558181818181819,Non-responsive,Priority D
637,Raghav Shankar,14,Diabetologist,Brand_Loyal,76,High,-1.9014285714285712,Non-responsive,Priority B
638,Azad Rama,12,Diabetologist,Switcher,69,High,0.4753846153846159,Non-responsive,Priority B
639,Jatin Sha,1,Diabetologist,Competitor_Loyal,60,High,12.918181818181818,Non-responsive,Priority B
640,Teerth Oommen,11,Cardiologist,Competitor_Loyal,41,Low,9.2375,Non-responsive,Priority D
641,Lajita Bassi,12,GP,Switcher,54,Low,10.41,Non-responsive,Priority D
642,Oviya Krishnan,1,Diabetologist,Brand_Loyal,91,High,-3.8975000000000004,Non-responsive,Priority B
643,Faqid Oak,5,GP,Brand_Loyal,95,High,-2.159090909090909,Non-responsive,Priority B
644,Ojasvi Savant,14,Cardiologist,Competitor_Loyal,50,Low,3.8642857142857148,Non-responsive,Priority D
645,Vanya Kadakia,14,GP,Switcher,62,High,38.215714285714284,Responsive,Priority A
646,Pranav Edwin,12,Cardiologist,Brand_Loyal,62,High,-4.701428571428572,Non-responsive,Priority B
647,Dev Choudhry,3,GP,Brand_Loyal,38,Low,-9.107142857142858,Non-responsive,Priority D
648,Gaurav Kata,5,Diabetologist,Switcher,68,High,-3.499,Non-responsive,Priority B
649,Samesh Mutti,9,Diabetologist,Switcher,57,Low,-5.6579999999999995,Non-responsive,Priority D
650,Ikbal Gill,9,GP,Brand_Loyal,55,Low,-4.9781818181818185,Non-responsive,Priority D
651,Nachiket Sharma,12,Cardiologist,Switcher,62,High,8.404545454545454,Non-responsive,Priority B
652,Jagdish Brar,9,GP,Competitor_Loyal,60,High,4.191818181818181,Non-responsive,Priority B
653,Dakshesh Kalla,13,Cardiologist,Switcher,63,High,3.40375,Non-responsive,Priority B
654,Urvi Deo,7,Cardiologist,Switcher,56,Low,3.6177777777777766,Non-responsive,Priority D
655,Oliver Kakar,7,Diabetologist,Switcher,21,Low,55.355,Responsive,Priority C
656,Shravya Singhal,1,Diabetologist,Competitor_Loyal,82,High,0.6991666666666667,Non-responsive,Priority B
657,Nidra Dani,13,GP,Switcher,64,High,-2.5825000000000005,Non-responsive,Priority B
658,Joshua Trivedi,12,GP,Competitor_Loyal,54,Low,-1.8436363636363637,Non-responsive,Priority D
659,Amara Narayan,5,Cardiologist,Switcher,71,High,-11.074000000000002,Non-responsive,Priority B
660,Ganga Gaba,5,GP,Competitor_Loyal,60,High,-1.575,Non-responsive,Priority B
661,Gayathri Balakrishnan,1,Cardiologist,Switcher,46,Low,18.665,Responsive,Priority C
662,Hamsini Subramanian,7,GP,Switcher,79,High,9.198888888888888,Non-responsive,Priority B
663,Unni Borra,13,GP,Switcher,69,High,-0.6062500000000002,Non-responsive,Priority B
664,Urvashi Kulkarni,3,Cardiologist,Switcher,45,Low,3.8999999999999995,Non-responsive,Priority D
665,Chaaya Saha,14,Diabetologist,Switcher,38,Low,0.28714285714285687,Non-responsive,Priority D
666,Shivani Rajagopalan,12,GP,Competitor_Loyal,71,High,21.93769230769231,Responsive,Priority A
667,Harini Mammen,1,Diabetologist,Brand_Loyal,73,High,12.818333333333333,Non-responsive,Priority B
668,Baljiwan Gole,13,GP,Brand_Loyal,79,High,-1.6012500000000003,Non-responsive,Priority B
669,Andrew Patil,2,GP,Switcher,71,High,8.2725,Non-responsive,Priority B
670,Lekha Gupta,1,GP,Switcher,48,Low,19.426363636363636,Responsive,Priority C
671,Mitali Kamdar,6,Cardiologist,Switcher,52,Low,6.481999999999999,Non-responsive,Priority D
672,Advik Mane,14,GP,Switcher,18,Low,16.48,Responsive,Priority C
673,Naveen Borde,7,Diabetologist,Brand_Loyal,81,High,-1.9499999999999997,Non-responsive,Priority B
674,Ayushman Mand,6,Cardiologist,Switcher,43,Low,-2.1950000000000003,Non-responsive,Priority D
675,Arin Chana,5,Diabetologist,Competitor_Loyal,67,High,2.378,Non-responsive,Priority B
676,Ikshita Mahal,5,GP,Competitor_Loyal,54,Low,27.970909090909092,Responsive,Priority C
677,Rohan Viswanathan,12,Diabetologist,Brand_Loyal,76,High,-10.437000000000001,Non-responsive,Priority B
678,Xiti Pandya,2,GP,Switcher,41,Low,3.6462499999999998,Non-responsive,Priority D
679,Mohini Soni,13,GP,Competitor_Loyal,60,High,-2.6812500000000004,Non-responsive,Priority B
680,Upkaar Reddy,15,GP,Switcher,38,Low,-0.22999999999999954,Non-responsive,Priority D
681,Turvi Devan,14,Diabetologist,Brand_Loyal,69,High,0.32428571428571423,Non-responsive,Priority B
682,Aarush Rajagopalan,13,Diabetologist,Brand_Loyal,56,Low,-0.33374999999999977,Non-responsive,Priority D
683,Orinder Mishra,6,Cardiologist,Competitor_Loyal,42,Low,-2.0170000000000017,Non-responsive,Priority D
684,Nimrat Nagy,12,Cardiologist,Switcher,56,Low,-2.016666666666666,Non-responsive,Priority D
685,Chaitaly Mann,12,Cardiologist,Switcher,36,Low,98.70833333333333,Responsive,Priority C
686,Ekani Iyer,12,Cardiologist,Switcher,70,High,4.73,Non-responsive,Priority B
687,Isha Ghose,6,Diabetologist,Competitor_Loyal,50,Low,1.691111111111111,Non-responsive,Priority D
688,Baghyawati Mishra,7,GP,Switcher,71,High,-0.03777777777777737,Non-responsive,Priority B
689,Netra Sachar,8,GP,Competitor_Loyal,38,Low,2.891666666666667,Non-responsive,Priority D
690,Dhruv Soman,12,GP,Competitor_Loyal,67,High,3.3483333333333327,Non-responsive,Priority B
691,Krisha Narasimhan,2,GP,Brand_Loyal,63,High,0.43000000000000016,Non-responsive,Priority B
692,Kamala Varma,4,Diabetologist,Switcher,58,Low,3.3900000000000006,Non-responsive,Priority D
693,Yug Malhotra,6,Diabetologist,Switcher,59,Low,-1.7760000000000002,Non-responsive,Priority D
694,Yashasvi Singh,8,Cardiologist,Switcher,33,Low,-4.176666666666667,Non-responsive,Priority D
695,Gagan Menon,7,Diabetologist,Switcher,37,Low,3.51,Non-responsive,Priority D
696,Harita Randhawa,12,GP,Brand_Loyal,46,Low,-1.9999999999999998,Non-responsive,Priority D
697,Ayush Batra,1,Diabetologist,Switcher,53,Low,1.6609090909090902,Non-responsive,Priority D
698,Garima Patel,9,GP,Switcher,49,Low,4.390000000000001,Non-responsive,Priority D
699,Ijaya Pandey,6,Diabetologist,Brand_Loyal,100,High,4.263,Non-responsive,Priority B
700,Frederick Khurana,1,GP,Brand_Loyal,48,Low,9.927272727272728,Non-responsive,Priority D
701,Triya Ganesan,12,GP,Switcher,73,High,5.6925,Non-responsive,Priority B
702,Isaiah Srinivas,14,GP,Competitor_Loyal,23,Low,1.9842857142857144,Non-responsive,Priority D
703,Aishani Pau,5,Diabetologist,Switcher,27,Low,15.366999999999999,Responsive,Priority C
704,Indrajit Shroff,13,Diabetologist,Switcher,59,Low,2.505,Non-responsive,Priority D
705,Triya Gopal,1,Diabetologist,Competitor_Loyal,71,High,0.43299999999999983,Non-responsive,Priority B
706,Ekalinga Rama,12,Cardiologist,Competitor_Loyal,93,High,17.737692307692306,Responsive,Priority A
707,Rachit Sankar,5,Diabetologist,Brand_Loyal,95,High,-0.720909090909091,Non-responsive,Priority B
708,Garima Sani,5,Diabetologist,Switcher,72,High,4.156666666666666,Non-responsive,Priority B
709,Teerth Sawhney,1,GP,Switcher,67,High,-3.6783333333333332,Non-responsive,Priority B
710,Pushti Mody,1,GP,Competitor_Loyal,65,High,-12.266,Non-responsive,Priority B
711,Jagrati Sethi,9,GP,Switcher,17,Low,61.913,Responsive,Priority C
712,Nirja Bains,9,Cardiologist,Brand_Loyal,92,High,3.7927272727272734,Non-responsive,Priority B
713,Ranveer Oza,7,GP,Switcher,55,Low,6.112222222222222,Non-responsive,Priority D
714,Bhavna Karan,1,Cardiologist,Brand_Loyal,75,High,0.4158333333333335,Non-responsive,Priority B
715,Jalsa Nadig,6,Diabetologist,Switcher,83,High,8.549,Non-responsive,Priority B
716,Unnati Chaudhari,5,Cardiologist,Competitor_Loyal,77,High,24.175,Responsive,Priority A
717,Yasti Dutta,12,GP,Competitor_Loyal,63,High,5.230769230769231,Non-responsive,Priority B
718,Riya Sathe,1,Diabetologist,Competitor_Loyal,79,High,6.425833333333333,Non-responsive,Priority B
719,Rachita Thakkar,4,Cardiologist,Switcher,60,High,0.7200000000000001,Non-responsive,Priority B
720,Dipta Nadig,10,Cardiologist,Brand_Loyal,61,High,4.6075,Non-responsive,Priority B
721,Qushi Gill,2,Diabetologist,Switcher,57,Low,13.05125,Non-responsive,Priority D
722,Ronith Chokshi,15,Diabetologist,Brand_Loyal,38,Low,3.8324999999999996,Non-responsive,Priority D
723,Zashil Hegde,4,GP,Switcher,29,Low,1.7,Non-responsive,Priority D
724,Maya Dugar,12,Cardiologist,Brand_Loyal,62,High,-6.5284615384615385,Non-responsive,Priority B
725,Qarin Tara,9,Diabetologist,Switcher,26,Low,-5.819999999999999,Non-responsive,Priority D
726,Nilima Tata,5,Cardiologist,Switcher,61,High,11.340909090909092,Non-responsive,Priority B
727,Kiaan Shetty,1,Diabetologist,Competitor_Loyal,67,High,13.963333333333333,Non-responsive,Priority B
728,Bakhshi Thakkar,7,Cardiologist,Competitor_Loyal,46,Low,-18.40222222222222,Non-responsive,Priority D
729,Om Shankar,6,Cardiologist,Switcher,50,Low,2.352222222222222,Non-responsive,Priority D
730,Chakrika Som,14,Diabetologist,Switcher,50,Low,3.9557142857142855,Non-responsive,Priority D
731,Chakradev Barad,1,GP,Switcher,20,Low,149.35399999999998,Responsive,Priority C
732,Mekhala Jani,9,Diabetologist,Brand_Loyal,99,High,1.3954545454545457,Non-responsive,Priority B
733,Kai Chad,2,Diabetologist,Switcher,49,Low,3.99125,Non-responsive,Priority D
734,Chanakya Konda,5,GP,Switcher,73,High,19.216363636363635,Responsive,Priority A
735,Nitara Vala,9,Diabetologist,Switcher,61,High,2.28,Non-responsive,Priority B
736,Jasmit Nanda,6,Diabetologist,Switcher,43,Low,18.2175,Responsive,Priority C
737,Girish Bath,7,Diabetologist,Brand_Loyal,52,Low,-16.94222222222222,Non-responsive,Priority D
738,Diya Sangha,9,Cardiologist,Competitor_Loyal,78,High,8.725454545454545,Non-responsive,Priority B
739,Jhalak Sastry,2,Cardiologist,Competitor_Loyal,54,Low,0.27375000000000016,Non-responsive,Priority D
740,Xiti Pal,5,Cardiologist,Switcher,35,Low,1.786,Non-responsive,Priority D
741,Jairaj Balakrishnan,1,Cardiologist,Competitor_Loyal,48,Low,33.903333333333336,Responsive,Priority C
742,Adya Bose,9,GP,Brand_Loyal,83,High,-3.452727272727273,Non-responsive,Priority B
743,Indrajit Mani,3,Cardiologist,Brand_Loyal,56,Low,1.9742857142857144,Non-responsive,Priority D
744,Simon Pant,1,Cardiologist,Competitor_Loyal,60,High,1.5581818181818183,Non-responsive,Priority B
745,Vinaya Kanda,1,Diabetologist,Brand_Loyal,77,High,-6.322727272727272,Non-responsive,Priority B
746,Manthan Varma,5,Cardiologist,Brand_Loyal,70,High,-2.3545454545454545,Non-responsive,Priority B
747,Rayaan Trivedi,1,Cardiologist,Competitor_Loyal,52,Low,20.74909090909091,Responsive,Priority C
748,Jatin Rajagopalan,6,Cardiologist,Competitor_Loyal,61,High,5.5009999999999994,Non-responsive,Priority B
749,Adya Khalsa,9,GP,Brand_Loyal,77,High,0.979090909090909,Non-responsive,Priority B
750,Tarak Sen,9,Cardiologist,Switcher,45,Low,-8.312,Non-responsive,Priority D
751,Radha Nair,11,Cardiologist,Brand_Loyal,57,Low,1.9224999999999999,Non-responsive,Priority D
752,Rachana Mahajan,13,Cardiologist,Competitor_Loyal,58,Low,14.2575,Non-responsive,Priority D
753,Zashil Sehgal,13,Diabetologist,Switcher,56,Low,16.915,Responsive,Priority C
754,Odika Narayanan,5,GP,Brand_Loyal,87,High,2.8299999999999996,Non-responsive,Priority B
755,Bimala Jain,13,Diabetologist,Competitor_Loyal,47,Low,-8.908750000000001,Non-responsive,Priority D
756,Kavya Sankar,1,Cardiologist,Competitor_Loyal,90,High,-6.9363636363636365,Non-responsive,Priority B
757,Sanya Brar,10,GP,Switcher,63,High,2.9450000000000003,Non-responsive,Priority B
758,Max Narayan,13,Diabetologist,Competitor_Loyal,24,Low,-23.89875,Non-responsive,Priority D
759,Jagdish Chadha,13,Diabetologist,Brand_Loyal,68,High,5.19,Non-responsive,Priority B
760,Qarin Kulkarni,13,GP,Switcher,56,Low,5.48125,Non-responsive,Priority D
761,Ranveer Oak,12,GP,Brand_Loyal,92,High,5.555384615384615,Non-responsive,Priority B
762,Timothy Kanda,5,Diabetologist,Brand_Loyal,58,Low,0.05400000000000009,Non-responsive,Priority D
763,Bhavani Chacko,2,Diabetologist,Brand_Loyal,86,High,2.97,Non-responsive,Priority B
764,Azaan Nori,12,Diabetologist,Competitor_Loyal,51,Low,0.3266666666666668,Non-responsive,Priority D
765,Veda Sankar,14,GP,Switcher,50,Low,1.6242857142857143,Non-responsive,Priority D
766,Oni Kapur,6,GP,Switcher,41,Low,46.011,Responsive,Priority C
767,Rehaan Manda,15,Cardiologist,Brand_Loyal,63,High,0.41000000000000003,Non-responsive,Priority B
768,Michael Bedi,12,Diabetologist,Competitor_Loyal,73,High,-0.5233333333333334,Non-responsive,Priority B
769,Falan Bava,5,GP,Switcher,79,High,6.620909090909089,Non-responsive,Priority B
770,Chakrika Dyal,7,Diabetologist,Competitor_Loyal,69,High,-1.6055555555555558,Non-responsive,Priority B
771,Hritik Swaminathan,1,Diabetologist,Brand_Loyal,50,Low,-5.0075,Non-responsive,Priority D
772,Wahab Saxena,13,Diabetologist,Competitor_Loyal,34,Low,34.196250000000006,Responsive,Priority C
773,Ojas Chowdhury,8,Cardiologist,Switcher,25,Low,5.733333333333333,Non-responsive,Priority D
774,Gayathri Butala,12,GP,Switcher,74,High,-9.193999999999999,Non-responsive,Priority B
