rep_id,rep_name,hcp_id,hcp_name,loyalty_tier,avg_rx_before,avg_rx_after,rx_lift,rx_lift_pct
38,Radhika Dugar,1952,Tamanna Jhaveri,Brand_Loyal,11.25,13.63,2.38,21.11
97,Krish Lalla,1435,Bhavya Dass,Brand_Loyal,13.44,16.28,2.83,21.07
12,Hemangini Lalla,1355,Sachi Ganesan,Competitor_Loyal,3.17,3.83,0.67,21.05
35,Upadhriti Wadhwa,726,Nilima Tata,Switcher,7.13,8.63,1.5,21.05
36,Advay Contractor,969,Ethan Sen,Competitor_Loyal,3.17,3.83,0.67,21.05
44,Isaac Patil,1360,Victor Raghavan,Competitor_Loyal,2.71,3.29,0.57,21.05
46,Farhan Chada,987,Yasti Chowdhury,Competitor_Loyal,3.17,3.83,0.67,21.05
48,Kabir Soman,249,Advik Konda,Brand_Loyal,9.5,11.5,2.0,21.05
50,Siddharth Zacharia,564,Noah Ben,Competitor_Loyal,3.17,3.83,0.67,21.05
52,Raksha Varughese,854,Dipta Ray,Competitor_Loyal,1.73,2.09,0.36,21.05
53,Jai Kota,1398,Kevin Mittal,Competitor_Loyal,2.38,2.88,0.5,21.05
54,Devansh Nigam,886,Jyoti Iyer,Switcher,5.43,6.57,1.14,21.05
55,Victor Kannan,1159,Chasmum Verma,Switcher,3.17,3.83,0.67,21.05
56,Ekavir Bhargava,1453,Dakshesh Raval,Brand_Loyal,6.33,7.67,1.33,21.05
80,Dipta Bhandari,1293,Mekhala Patla,Brand_Loyal,9.5,11.5,2.0,21.05
93,Kevin Palla,945,Eesha Bir,Competitor_Loyal,3.17,3.83,0.67,21.05
94,Yash Pingle,581,Chandran Rastogi,Competitor_Loyal,2.38,2.88,0.5,21.05
98,Hredhaan Dugal,628,Ranveer Hans,Competitor_Loyal,3.17,3.83,0.67,21.05
99,Baghyawati Kade,537,Sarthak Bawa,Switcher,9.5,11.5,2.0,21.05
114,Gaurangi Sabharwal,1390,Kala Raju,Switcher,5.07,6.13,1.07,21.05
115,Amara Dutta,605,Bhavya Batta,Switcher,7.67,9.29,1.62,21.05
80,Dipta Bhandari,1797,Bina Bhavsar,Switcher,8.0,9.68,1.68,21.02
81,Vansha Thakkar,530,Hemangini Bahri,Switcher,4.6,5.57,0.97,21.01
116,Lavanya Barad,303,Liam Chadha,Switcher,7.14,8.64,1.5,21.0
40,Yashica Cherian,472,Xalak Nazareth,Brand_Loyal,12.4,15.0,2.6,20.97
70,Faqid Savant,578,Veer Chaudhry,Switcher,4.43,5.36,0.93,20.97
94,Yash Pingle,993,Amol Vasa,Switcher,7.75,9.38,1.63,20.97
56,Ekavir Bhargava,99,Aradhana Nair,Brand_Loyal,4.91,5.94,1.03,20.96
56,Ekavir Bhargava,371,Mekhala Nanda,Brand_Loyal,10.5,12.7,2.2,20.95
5,Viraj Tiwari,1736,Shravya Savant,Competitor_Loyal,2.69,3.25,0.56,20.93
8,Nathaniel Sami,1165,Naksh Agate,Competitor_Loyal,3.07,3.71,0.64,20.93
41,Yashica Issac,1023,Aarush Kamdar,Switcher,4.3,5.2,0.9,20.93
45,Wriddhish Bhardwaj,1879,Vanya Bobal,Switcher,6.14,7.43,1.29,20.93
70,Faqid Savant,250,Viraj Chacko,Switcher,10.75,13.0,2.25,20.93
77,Bhavika Sampath,1014,Faraj Varkey,Switcher,8.6,10.4,1.8,20.93
96,Abhiram Mistry,299,Sathvik Swamy,Switcher,4.3,5.2,0.9,20.93
104,Adweta Edwin,1955,Ucchal Joshi,Switcher,8.06,9.75,1.69,20.93
118,Inaya Mody,680,Upkaar Reddy,Switcher,5.1,6.17,1.07,20.92
24,Daksh Karnik,125,Brijesh Pandit,Switcher,6.58,7.95,1.38,20.91
111,Irya Ray,665,Chaaya Saha,Switcher,5.0,6.05,1.05,20.91
98,Hredhaan Dugal,627,Anirudh Patla,Brand_Loyal,11.17,13.5,2.33,20.9
8,Nathaniel Sami,635,Jonathan Sama,Competitor_Loyal,2.4,2.9,0.5,20.83
34,Devansh Rajan,1015,Gauri Som,Brand_Loyal,12.0,14.5,2.5,20.83
38,Radhika Dugar,1438,Jyoti Narula,Competitor_Loyal,3.27,3.95,0.68,20.83
52,Raksha Varughese,1549,Anay Bir,Competitor_Loyal,1.71,2.07,0.36,20.83
62,Girindra Chatterjee,843,Omaja Chakraborty,Switcher,6.0,7.25,1.25,20.83
72,Girik Khalsa,1759,Pooja Kulkarni,Competitor_Loyal,1.33,1.61,0.28,20.83
74,Tanay Rattan,1985,Zashil Dhingra,Switcher,6.0,7.25,1.25,20.83
75,Nitesh Raghavan,1228,Elijah Parmar,Competitor_Loyal,2.4,2.9,0.5,20.83
81,Vansha Thakkar,1697,Rajeshri Rana,Switcher,6.24,7.54,1.3,20.83
89,Karan Mital,1055,Oni Morar,Switcher,8.0,9.67,1.67,20.83
94,Yash Pingle,1435,Bhavya Dass,Brand_Loyal,12.0,14.5,2.5,20.83
99,Baghyawati Kade,264,Samaksh Jayaraman,Competitor_Loyal,2.4,2.9,0.5,20.83
107,Kala Divan,942,Jairaj Wason,Switcher,8.0,9.67,1.67,20.83
74,Tanay Rattan,1177,Yashoda Rattan,Switcher,9.61,11.61,2.0,20.81
109,Janya Baral,51,Aradhana Bhatia,Brand_Loyal,9.74,11.76,2.03,20.81
12,Hemangini Lalla,1110,Pavani Narayanan,Brand_Loyal,13.11,15.83,2.72,20.76
37,Harini Choudhury,352,David Devi,Brand_Loyal,7.57,9.14,1.57,20.75
58,Ekavir Varkey,611,Chandresh Chaudhry,Brand_Loyal,7.57,9.14,1.57,20.75
61,Urvashi Ray,865,Vamakshi Parmer,Switcher,6.63,8.0,1.38,20.75
74,Tanay Rattan,750,Tarak Sen,Switcher,4.42,5.33,0.92,20.75
114,Gaurangi Sabharwal,1418,Vedika Wagle,Switcher,5.3,6.4,1.1,20.75
102,Pallavi Malhotra,1833,Gauri Mitter,Switcher,5.86,7.07,1.21,20.73
4,Ayushman Chander,1202,Ryan Bahri,Switcher,9.67,11.67,2.0,20.69
14,Kritika Brar,830,Charvi Kakar,Competitor_Loyal,2.07,2.5,0.43,20.69
27,Simon Tata,1354,Nidra Patla,Switcher,7.25,8.75,1.5,20.69
29,Liam Koshy,431,Ekantika Kar,Switcher,10.67,12.87,2.21,20.69
34,Devansh Rajan,746,Manthan Varma,Brand_Loyal,14.5,17.5,3.0,20.69
35,Upadhriti Wadhwa,1360,Victor Raghavan,Competitor_Loyal,2.64,3.18,0.55,20.69
47,Ekapad Walia,1320,Tripti Babu,Competitor_Loyal,2.07,2.5,0.43,20.69
67,Ranveer Yadav,601,Hredhaan Kumar,Brand_Loyal,3.95,4.77,0.82,20.69
80,Dipta Bhandari,211,Vamakshi Barad,Competitor_Loyal,2.9,3.5,0.6,20.69
93,Kevin Palla,1244,Nisha Mitter,Competitor_Loyal,2.9,3.5,0.6,20.69
58,Ekavir Varkey,903,Vrinda Lanka,Switcher,6.46,7.79,1.33,20.65
101,Zayan Behl,372,Vedika Handa,Brand_Loyal,10.22,12.33,2.11,20.65
40,Yashica Cherian,1411,Ekalinga Mital,Brand_Loyal,10.78,13.0,2.22,20.62
104,Adweta Edwin,1357,Bahadurjit Bajwa,Switcher,6.71,8.09,1.38,20.61
6,Rushil Saini,986,Mitali Majumdar,Switcher,8.5,10.25,1.75,20.59
16,Chakradev Kari,1602,Aadhya Mann,Switcher,8.0,9.65,1.65,20.59
44,Isaac Patil,1788,Atharv Chakraborty,Switcher,7.85,9.46,1.62,20.59
51,Devika Rastogi,1667,Damyanti Menon,Competitor_Loyal,3.4,4.1,0.7,20.59
56,Ekavir Bhargava,1138,Yochana Bahri,Switcher,6.8,8.2,1.4,20.59
59,Arya Sunder,1600,Amruta Pradhan,Brand_Loyal,3.4,4.1,0.7,20.59
76,Madhavi Lanka,588,Netra Chanda,Competitor_Loyal,2.83,3.42,0.58,20.59
79,Teerth Bhardwaj,339,Jack Pandey,Competitor_Loyal,1.42,1.71,0.29,20.59
80,Dipta Bhandari,1517,Lipika Singh,Switcher,8.5,10.25,1.75,20.59
89,Karan Mital,1463,Ladli Narang,Competitor_Loyal,1.89,2.28,0.39,20.59
92,Tanay Toor,1594,Peter Sarna,Competitor_Loyal,2.43,2.93,0.5,20.59
96,Abhiram Mistry,1055,Oni Morar,Switcher,8.5,10.25,1.75,20.59
98,Hredhaan Dugal,1815,Hemal Chad,Switcher,6.8,8.2,1.4,20.59
53,Jai Kota,988,Darpan Rao,Switcher,7.64,9.21,1.57,20.56
114,Gaurangi Sabharwal,523,Gaurangi Wali,Switcher,7.64,9.21,1.57,20.56
72,Girik Khalsa,1196,Amruta Goswami,Brand_Loyal,11.14,13.43,2.29,20.51
94,Yash Pingle,1329,Arin Muni,Switcher,6.5,7.83,1.33,20.51
98,Hredhaan Dugal,1862,Qushi Dhillon,Switcher,6.5,7.83,1.33,20.51
99,Baghyawati Kade,180,Onkar Mandal,Competitor_Loyal,3.9,4.7,0.8,20.51
99,Baghyawati Kade,1724,Jonathan Tiwari,Switcher,9.75,11.75,2.0,20.51
110,Shivansh Krish,1063,Neel Khanna,Brand_Loyal,8.67,10.44,1.78,20.51
108,Joshua Barman,458,Balendra Hans,Switcher,8.13,9.8,1.67,20.49
5,Viraj Tiwari,1439,Lipika Setty,Switcher,7.33,8.83,1.5,20.45
8,Nathaniel Sami,1932,Tara Balasubramanian,Competitor_Loyal,3.14,3.79,0.64,20.45
41,Yashica Issac,446,Aadhya Jani,Switcher,7.33,8.83,1.5,20.45
51,Devika Rastogi,204,Brinda Bali,Switcher,11.0,13.25,2.25,20.45
93,Kevin Palla,912,Neelima Thaman,Brand_Loyal,11.0,13.25,2.25,20.45
96,Abhiram Mistry,641,Lajita Bassi,Switcher,7.33,8.83,1.5,20.45
15,Janaki Handa,528,Gayathri Deep,Brand_Loyal,6.87,8.27,1.4,20.42
117,Tristan Iyengar,1040,Jagat Kulkarni,Switcher,6.45,7.77,1.32,20.42
6,Rushil Saini,1992,Vivaan Lalla,Switcher,9.8,11.8,2.0,20.41
73,Niharika Sunder,1264,Elijah Thakur,Brand_Loyal,12.25,14.75,2.5,20.41
93,Kevin Palla,1329,Arin Muni,Switcher,6.13,7.38,1.25,20.41
107,Kala Divan,1872,Yatin Kota,Competitor_Loyal,2.23,2.68,0.45,20.41
79,Teerth Bhardwaj,1264,Elijah Thakur,Brand_Loyal,13.5,16.25,2.75,20.37
85,Yatin Baral,1773,Zehaan Srivastava,Competitor_Loyal,1.77,2.13,0.36,20.37
94,Yash Pingle,1325,Arunima Krishnan,Brand_Loyal,13.5,16.25,2.75,20.37
106,Faqid Dixit,1550,Aarini Edwin,Brand_Loyal,7.71,9.29,1.57,20.37
6,Rushil Saini,41,Ekbal Bhasin,Switcher,9.42,11.33,1.92,20.35
4,Ayushman Chander,11,Siddharth Sha,Switcher,7.38,8.88,1.5,20.34
89,Karan Mital,1381,Bhavini Malhotra,Switcher,8.79,10.57,1.79,20.33
72,Girik Khalsa,1634,Wahab Chaudhry,Competitor_Loyal,2.91,3.5,0.59,20.31
1,Aryan Maharaj,700,Frederick Khurana,Brand_Loyal,8.63,10.38,1.75,20.29
102,Pallavi Malhotra,893,Rehaan Dalal,Brand_Loyal,6.27,7.55,1.27,20.29
102,Pallavi Malhotra,759,Jagdish Chadha,Brand_Loyal,9.64,11.59,1.95,20.28
50,Siddharth Zacharia,449,Krish Munshi,Competitor_Loyal,2.64,3.18,0.54,20.27
89,Karan Mital,1368,Laksh Chahal,Brand_Loyal,18.5,22.25,3.75,20.27
21,Ekbal Garg,439,Warinder Peri,Switcher,10.15,12.2,2.06,20.26
60,Kevin Solanki,1597,Om Dutt,Brand_Loyal,11.76,14.15,2.38,20.25
77,Bhavika Sampath,1331,Banjeet Kanda,Brand_Loyal,17.56,21.11,3.56,20.25
94,Yash Pingle,1327,Benjamin Nagar,Brand_Loyal,15.8,19.0,3.2,20.25
97,Krish Lalla,1854,David Kurian,Brand_Loyal,13.17,15.83,2.67,20.25
62,Girindra Chatterjee,1270,Sanaya Basu,Switcher,6.0,7.21,1.21,20.24
74,Tanay Rattan,546,Kevin Gokhale,Brand_Loyal,14.0,16.83,2.83,20.24
105,Prisha Andra,852,Jonathan Jhaveri,Brand_Loyal,8.24,9.9,1.67,20.23
5,Viraj Tiwari,1715,Pavani Contractor,Brand_Loyal,15.11,18.17,3.06,20.22
86,Oni Virk,1313,Brijesh Verma,Switcher,5.91,7.11,1.2,20.22
2,Udant Dewan,590,Simon Bail,Brand_Loyal,13.63,16.38,2.75,20.18
18,Lajita Mall,528,Gayathri Deep,Brand_Loyal,6.33,7.61,1.28,20.18
60,Kevin Solanki,1707,Tanish Kant,Switcher,7.13,8.57,1.43,20.09
120,Mohini Narasimhan,187,Jagdish Dhar,Switcher,5.9,7.08,1.18,20.07
1,Aryan Maharaj,1049,Vaishnavi Bora,Competitor_Loyal,2.5,3.0,0.5,20.0
2,Udant Dewan,1665,Aadhya Prasad,Switcher,9.29,11.14,1.86,20.0
3,Gagan Sami,41,Ekbal Bhasin,Switcher,11.25,13.5,2.25,20.0
3,Gagan Sami,169,Aryan Narang,Competitor_Loyal,2.5,3.0,0.5,20.0
3,Gagan Sami,710,Pushti Mody,Competitor_Loyal,2.5,3.0,0.5,20.0
3,Gagan Sami,1049,Vaishnavi Bora,Competitor_Loyal,2.5,3.0,0.5,20.0
3,Gagan Sami,1198,Upasna Srinivas,Switcher,8.75,10.5,1.75,20.0
3,Gagan Sami,1439,Lipika Setty,Switcher,6.88,8.25,1.38,20.0
4,Ayushman Chander,1099,Owen Choudhary,Brand_Loyal,11.67,14.0,2.33,20.0
4,Ayushman Chander,1129,Forum Sabharwal,Competitor_Loyal,2.5,3.0,0.5,20.0
5,Viraj Tiwari,1168,Qushi Seth,Switcher,9.17,11.0,1.83,20.0
5,Viraj Tiwari,1492,Indira Misra,Competitor_Loyal,1.25,1.5,0.25,20.0
5,Viraj Tiwari,1735,Yashodhara Ratta,Switcher,5.0,6.0,1.0,20.0
5,Viraj Tiwari,1918,Faqid Dhaliwal,Switcher,9.69,11.63,1.94,20.0
6,Rushil Saini,541,Gautam Merchant,Competitor_Loyal,2.14,2.57,0.43,20.0
6,Rushil Saini,718,Riya Sathe,Competitor_Loyal,3.0,3.6,0.6,20.0
6,Rushil Saini,916,Eesha Solanki,Switcher,5.0,6.0,1.0,20.0
6,Rushil Saini,1261,Gabriel Mallick,Competitor_Loyal,2.5,3.0,0.5,20.0
7,Saumya Mall,49,Charvi Dara,Competitor_Loyal,2.5,3.0,0.5,20.0
8,Nathaniel Sami,246,Aishani Bumb,Competitor_Loyal,2.08,2.5,0.42,20.0
8,Nathaniel Sami,467,Triya Kumar,Competitor_Loyal,2.5,3.0,0.5,20.0
9,Arunima Dugal,960,Nilima Narain,Competitor_Loyal,2.5,3.0,0.5,20.0
10,Gayathri Chaudry,373,Hritik Bal,Competitor_Loyal,2.5,3.0,0.5,20.0
10,Gayathri Chaudry,419,Bahadurjit Patla,Competitor_Loyal,3.33,4.0,0.67,20.0
10,Gayathri Chaudry,1179,Ekaraj Mallick,Competitor_Loyal,2.5,3.0,0.5,20.0
10,Gayathri Chaudry,1940,Frado Mander,Switcher,5.5,6.6,1.1,20.0
11,Lajita Chatterjee,596,Nathan Mukhopadhyay,Competitor_Loyal,2.5,3.0,0.5,20.0
11,Lajita Chatterjee,1918,Faqid Dhaliwal,Switcher,9.29,11.14,1.86,20.0
12,Hemangini Lalla,804,Jeet Sidhu,Competitor_Loyal,1.25,1.5,0.25,20.0
12,Hemangini Lalla,1054,Advaith Varughese,Competitor_Loyal,2.5,3.0,0.5,20.0
13,Tripti Yadav,1971,Riya Sachdeva,Competitor_Loyal,1.62,1.94,0.32,20.0
27,Simon Tata,1936,Fitan Samra,Switcher,7.5,9.0,1.5,20.0
34,Devansh Rajan,97,Amrita Tailor,Competitor_Loyal,2.5,3.0,0.5,20.0
34,Devansh Rajan,513,Neelima Sarna,Competitor_Loyal,2.5,3.0,0.5,20.0
34,Devansh Rajan,577,Parth Sahni,Competitor_Loyal,2.5,3.0,0.5,20.0
34,Devansh Rajan,676,Ikshita Mahal,Competitor_Loyal,1.67,2.0,0.33,20.0
34,Devansh Rajan,1800,Dalbir Shere,Brand_Loyal,12.5,15.0,2.5,20.0
35,Upadhriti Wadhwa,127,Jasmit Dhawan,Competitor_Loyal,2.5,3.0,0.5,20.0
35,Upadhriti Wadhwa,787,Victor Kakar,Competitor_Loyal,2.5,3.0,0.5,20.0
36,Advay Contractor,44,Mekhala Khatri,Competitor_Loyal,3.33,4.0,0.67,20.0
36,Advay Contractor,110,Devansh Bhasin,Switcher,10.0,12.0,2.0,20.0
36,Advay Contractor,1466,Harrison Bandi,Switcher,7.5,9.0,1.5,20.0
37,Harini Choudhury,1921,Quincy Mann,Competitor_Loyal,2.5,3.0,0.5,20.0
39,Aarush Lall,1960,Gautami Mane,Switcher,5.0,6.0,1.0,20.0
40,Yashica Cherian,356,Logan Suresh,Competitor_Loyal,2.5,3.0,0.5,20.0
40,Yashica Cherian,1301,Viraj Ben,Competitor_Loyal,1.39,1.67,0.28,20.0
40,Yashica Cherian,1451,Ayush Hora,Switcher,10.0,12.0,2.0,20.0
42,Kashvi Edwin,352,David Devi,Brand_Loyal,7.5,9.0,1.5,20.0
42,Kashvi Edwin,716,Unnati Chaudhari,Competitor_Loyal,2.5,3.0,0.5,20.0
42,Kashvi Edwin,1020,Osha Prasad,Switcher,8.33,10.0,1.67,20.0
42,Kashvi Edwin,1369,Dipta Goel,Switcher,6.25,7.5,1.25,20.0
42,Kashvi Edwin,1466,Harrison Bandi,Switcher,8.13,9.75,1.63,20.0
46,Farhan Chada,186,Ojas Suri,Switcher,6.67,8.0,1.33,20.0
46,Farhan Chada,1537,Hemang Jha,Switcher,6.67,8.0,1.33,20.0
47,Ekapad Walia,305,Ekavir Wable,Switcher,7.5,9.0,1.5,20.0
47,Ekapad Walia,834,Anusha Chander,Competitor_Loyal,2.92,3.5,0.58,20.0
48,Kabir Soman,975,Nakul Sarkar,Switcher,7.5,9.0,1.5,20.0
48,Kabir Soman,1822,Yash Chadha,Switcher,7.5,9.0,1.5,20.0
49,Alka Wable,988,Darpan Rao,Switcher,7.5,9.0,1.5,20.0
49,Alka Wable,1382,Ijaya Chahal,Competitor_Loyal,2.5,3.0,0.5,20.0
50,Siddharth Zacharia,1731,Rudra Rattan,Competitor_Loyal,1.25,1.5,0.25,20.0
51,Devika Rastogi,623,Kiaan Dhar,Competitor_Loyal,2.81,3.38,0.56,20.0
52,Raksha Varughese,834,Anusha Chander,Competitor_Loyal,3.33,4.0,0.67,20.0
53,Jai Kota,1549,Anay Bir,Competitor_Loyal,2.5,3.0,0.5,20.0
54,Devansh Nigam,599,Girish Tiwari,Brand_Loyal,6.25,7.5,1.25,20.0
55,Victor Kannan,1138,Yochana Bahri,Switcher,5.63,6.75,1.13,20.0
55,Victor Kannan,1875,Girik Pradhan,Competitor_Loyal,1.0,1.2,0.2,20.0
57,Ekansh Balay,911,Harsh Amble,Competitor_Loyal,1.43,1.71,0.29,20.0
57,Ekansh Balay,1799,Balveer Mannan,Competitor_Loyal,2.22,2.67,0.44,20.0
61,Urvashi Ray,1544,Lakshit Garde,Competitor_Loyal,1.67,2.0,0.33,20.0
65,Darsh Rau,197,Wishi Agrawal,Brand_Loyal,2.95,3.55,0.59,20.0
70,Faqid Savant,1009,Nikita Rama,Competitor_Loyal,2.5,3.0,0.5,20.0
71,Chandresh Zachariah,1795,Charles Dyal,Competitor_Loyal,2.5,3.0,0.5,20.0
73,Niharika Sunder,588,Netra Chanda,Competitor_Loyal,2.5,3.0,0.5,20.0
73,Niharika Sunder,1228,Elijah Parmar,Competitor_Loyal,2.5,3.0,0.5,20.0
73,Niharika Sunder,1427,Udant Mannan,Competitor_Loyal,2.5,3.0,0.5,20.0
74,Tanay Rattan,233,Shravya Gole,Competitor_Loyal,2.5,3.0,0.5,20.0
74,Tanay Rattan,789,Jagvi Desai,Switcher,3.75,4.5,0.75,20.0
74,Tanay Rattan,1401,Rohan Dhingra,Switcher,8.75,10.5,1.75,20.0
74,Tanay Rattan,1970,Guneet Hora,Competitor_Loyal,1.67,2.0,0.33,20.0
75,Nitesh Raghavan,3,Jalsa Parsa,Competitor_Loyal,1.88,2.25,0.38,20.0
75,Nitesh Raghavan,190,Vidhi Mital,Competitor_Loyal,2.5,3.0,0.5,20.0
75,Nitesh Raghavan,208,Advay Dhaliwal,Competitor_Loyal,2.08,2.5,0.42,20.0
75,Nitesh Raghavan,1944,Vidhi Bassi,Competitor_Loyal,1.88,2.25,0.38,20.0
77,Bhavika Sampath,980,Nirja Dhar,Competitor_Loyal,2.5,3.0,0.5,20.0
77,Bhavika Sampath,1970,Guneet Hora,Competitor_Loyal,1.25,1.5,0.25,20.0
78,Mohammed Gupta,1224,Aarna Gole,Competitor_Loyal,2.5,3.0,0.5,20.0
79,Teerth Bhardwaj,711,Jagrati Sethi,Switcher,2.5,3.0,0.5,20.0
80,Dipta Bhandari,209,Victor Radhakrishnan,Competitor_Loyal,2.5,3.0,0.5,20.0
89,Karan Mital,1066,Guneet Varty,Competitor_Loyal,2.5,3.0,0.5,20.0
90,Diya Bora,220,Nidra Boase,Switcher,9.0,10.8,1.8,20.0
90,Diya Bora,298,Abeer Comar,Switcher,7.5,9.0,1.5,20.0
90,Diya Bora,1055,Oni Morar,Switcher,7.5,9.0,1.5,20.0
90,Diya Bora,1097,Daksha Saran,Switcher,7.5,9.0,1.5,20.0
90,Diya Bora,1780,Atharv Loke,Competitor_Loyal,2.5,3.0,0.5,20.0
90,Diya Bora,1818,Chandran Chopra,Brand_Loyal,12.5,15.0,2.5,20.0
90,Diya Bora,1948,Zinal Tank,Competitor_Loyal,2.86,3.43,0.57,20.0
90,Diya Bora,1993,Chandresh De,Competitor_Loyal,1.67,2.0,0.33,20.0
91,Tara Chaudhry,516,Indali Srinivas,Brand_Loyal,5.71,6.86,1.14,20.0
92,Tanay Toor,340,Kamya Seth,Switcher,2.5,3.0,0.5,20.0
92,Tanay Toor,1055,Oni Morar,Switcher,8.75,10.5,1.75,20.0
92,Tanay Toor,1520,Krishna Ramaswamy,Competitor_Loyal,2.5,3.0,0.5,20.0
93,Kevin Palla,1645,Sai Goda,Competitor_Loyal,2.5,3.0,0.5,20.0
93,Kevin Palla,1893,Jasmit Pall,Switcher,4.5,5.4,0.9,20.0
94,Yash Pingle,1253,Qarin Nadkarni,Switcher,6.0,7.2,1.2,20.0
94,Yash Pingle,1520,Krishna Ramaswamy,Competitor_Loyal,1.25,1.5,0.25,20.0
95,Nakul Sarma,610,Turvi Sachdev,Competitor_Loyal,3.75,4.5,0.75,20.0
95,Nakul Sarma,1727,Hema Keer,Brand_Loyal,10.0,12.0,2.0,20.0
96,Abhiram Mistry,796,Upkaar Grewal,Brand_Loyal,12.86,15.43,2.57,20.0
96,Abhiram Mistry,933,Rishi Agarwal,Competitor_Loyal,2.5,3.0,0.5,20.0
96,Abhiram Mistry,1096,Brinda Sinha,Competitor_Loyal,2.0,2.4,0.4,20.0
96,Abhiram Mistry,1244,Nisha Mitter,Competitor_Loyal,2.5,3.0,0.5,20.0
96,Abhiram Mistry,1283,Eta Thakkar,Competitor_Loyal,2.5,3.0,0.5,20.0
96,Abhiram Mistry,1474,Balveer Ram,Competitor_Loyal,2.5,3.0,0.5,20.0
96,Abhiram Mistry,1579,Akshay Choudhury,Competitor_Loyal,2.5,3.0,0.5,20.0
96,Abhiram Mistry,1922,Keya Kumar,Competitor_Loyal,1.54,1.85,0.31,20.0
98,Hredhaan Dugal,550,Liam Guha,Switcher,6.25,7.5,1.25,20.0
98,Hredhaan Dugal,1647,Hemang Ganesan,Competitor_Loyal,2.5,3.0,0.5,20.0
99,Baghyawati Kade,1213,Hamsini Srinivas,Competitor_Loyal,1.25,1.5,0.25,20.0
99,Baghyawati Kade,1449,Shaurya Bhardwaj,Competitor_Loyal,2.5,3.0,0.5,20.0
100,Samar Lalla,298,Abeer Comar,Switcher,7.5,9.0,1.5,20.0
100,Samar Lalla,996,Farhan Bhalla,Competitor_Loyal,1.67,2.0,0.33,20.0
100,Samar Lalla,1066,Guneet Varty,Competitor_Loyal,1.88,2.25,0.38,20.0
100,Samar Lalla,1223,Darsh Solanki,Brand_Loyal,15.0,18.0,3.0,20.0
100,Samar Lalla,1977,Max Om,Switcher,7.5,9.0,1.5,20.0
101,Zayan Behl,292,Sarthak Sachdeva,Competitor_Loyal,2.5,3.0,0.5,20.0
101,Zayan Behl,340,Kamya Seth,Switcher,2.5,3.0,0.5,20.0
101,Zayan Behl,517,Deepa Nigam,Competitor_Loyal,1.88,2.25,0.38,20.0
101,Zayan Behl,1059,Manbir Mani,Competitor_Loyal,2.08,2.5,0.42,20.0
101,Zayan Behl,1283,Eta Thakkar,Competitor_Loyal,2.5,3.0,0.5,20.0
102,Pallavi Malhotra,458,Balendra Hans,Switcher,7.29,8.75,1.46,20.0
107,Kala Divan,1760,Amol Bansal,Switcher,2.5,3.0,0.5,20.0
110,Shivansh Krish,509,Vedhika Sabharwal,Competitor_Loyal,2.08,2.5,0.42,20.0
110,Shivansh Krish,1662,Christopher Varma,Brand_Loyal,5.0,6.0,1.0,20.0
111,Irya Ray,306,Gaurang Ahuja,Switcher,5.91,7.09,1.18,20.0
113,Nitara Bakshi,314,Indali Morar,Competitor_Loyal,1.92,2.3,0.38,20.0
114,Gaurangi Sabharwal,1915,Nidhi Tata,Switcher,4.17,5.0,0.83,20.0
115,Amara Dutta,348,Aarna Soni,Competitor_Loyal,1.54,1.85,0.31,20.0
115,Amara Dutta,1723,Aryan Ratti,Switcher,5.71,6.86,1.14,20.0
43,Ekiya Suresh,1861,Timothy Dhingra,Brand_Loyal,16.78,20.11,3.33,19.87
35,Upadhriti Wadhwa,659,Amara Narayan,Switcher,10.1,12.1,2.0,19.8
12,Hemangini Lalla,1445,Sudiksha Madan,Switcher,4.78,5.72,0.94,19.77
17,Fariq Kaul,342,Indali Divan,Switcher,8.92,10.68,1.76,19.76
4,Ayushman Chander,1402,Charita Tripathi,Switcher,7.6,9.1,1.5,19.74
9,Arunima Dugal,1001,Anvi Anand,Competitor_Loyal,3.45,4.14,0.68,19.74
78,Mohammed Gupta,1985,Zashil Dhingra,Switcher,10.5,12.57,2.07,19.73
107,Kala Divan,1790,Pavani Wali,Switcher,6.68,8.0,1.32,19.73
43,Ekiya Suresh,1282,Urvi Lanka,Brand_Loyal,11.83,14.17,2.33,19.72
61,Urvashi Ray,1446,Chaitaly Sheth,Switcher,5.07,6.07,1.0,19.72
62,Girindra Chatterjee,1330,Ria Shroff,Switcher,6.45,7.73,1.27,19.72
98,Hredhaan Dugal,701,Triya Ganesan,Switcher,8.88,10.63,1.75,19.72
3,Gagan Sami,246,Aishani Bumb,Competitor_Loyal,2.54,3.04,0.5,19.7
4,Ayushman Chander,1355,Sachi Ganesan,Competitor_Loyal,3.67,4.39,0.72,19.7
41,Yashica Issac,1077,Lajita Dube,Switcher,11.0,13.17,2.17,19.7
46,Farhan Chada,1201,Aarav Puri,Switcher,11.0,13.17,2.17,19.7
91,Tara Chaudhry,1251,Ayushman Nagar,Switcher,8.25,9.88,1.63,19.7
100,Samar Lalla,207,Rachit Pall,Brand_Loyal,10.15,12.15,2.0,19.7
100,Samar Lalla,696,Harita Randhawa,Brand_Loyal,8.25,9.88,1.63,19.7
70,Faqid Savant,1336,Abeer Bhatnagar,Switcher,9.07,10.86,1.79,19.69
65,Darsh Rau,53,Omya Kothari,Competitor_Loyal,1.33,1.59,0.26,19.67
89,Karan Mital,943,Girindra Barad,Brand_Loyal,10.17,12.17,2.0,19.67
