hcp_id,hcp_name,city_name,specialty,loyalty_tier,potential_score,total_visits,active_months,visits_per_month,potential_quartile,visit_quartile,coverage_flag
1843,Nakul Ray,Bangalore,Cardiologist,Competitor_Loyal,79,37,15,2.06,4,2,Appropriately-covered
769,Falan Bava,Bangalore,GP,Switcher,79,38,17,2.11,4,2,Appropriately-covered
969,Ethan Sen,Bangalore,Diabetologist,Competitor_Loyal,79,38,15,2.11,4,2,Appropriately-covered
1634,Wahab Chaudhry,Kolkata,GP,Competitor_Loyal,79,39,17,2.17,4,2,Appropriately-covered
917,Amrita Peri,Chennai,Cardiologist,Competitor_Loyal,79,42,16,2.33,4,3,Appropriately-covered
564,Noah Ben,Chennai,Diabetologist,Competitor_Loyal,79,43,18,2.39,4,3,Appropriately-covered
1111,Ishaan Iyengar,Bangalore,Diabetologist,Competitor_Loyal,79,44,15,2.44,4,3,Appropriately-covered
81,Faqid Kibe,Delhi,Cardiologist,Brand_Loyal,79,46,17,2.56,4,3,Appropriately-covered
1336,Abeer Bhatnagar,Kolkata,Cardiologist,Switcher,79,47,17,2.61,4,3,Appropriately-covered
1985,Zashil Dhingra,Kolkata,Diabetologist,Switcher,79,49,17,2.72,4,3,Appropriately-covered
1932,Tara Balasubramanian,Delhi,Diabetologist,Competitor_Loyal,79,51,14,2.83,4,3,Appropriately-covered
662,Hamsini Subramanian,Hyderabad,GP,Switcher,79,55,18,3.06,4,4,Appropriately-covered
668,Baljiwan Gole,Pune,GP,Brand_Loyal,79,61,18,3.39,4,4,Appropriately-covered
1215,Januja Sankar,Delhi,Diabetologist,Switcher,79,62,18,3.44,4,4,Appropriately-covered
1456,Charles Ganesh,Pune,Diabetologist,Switcher,79,65,18,3.61,4,4,Appropriately-covered
28,Riya Kakar,Hyderabad,GP,Brand_Loyal,79,67,17,3.72,4,4,Appropriately-covered
343,Eta Bhakta,Ahmedabad,Diabetologist,Brand_Loyal,79,83,18,4.61,4,4,Appropriately-covered
1169,Aadi Banerjee,Mumbai,Diabetologist,Brand_Loyal,78,34,14,1.89,4,2,Appropriately-covered
1441,Ishaan Subramaniam,Kolkata,Diabetologist,Brand_Loyal,78,35,14,1.94,4,2,Appropriately-covered
1082,Adya Bose,Chennai,GP,Brand_Loyal,78,36,15,2.0,4,2,Appropriately-covered
1454,Vasudha Sodhi,Delhi,Cardiologist,Brand_Loyal,78,37,15,2.06,4,2,Appropriately-covered
1810,Yahvi Mann,Bangalore,Diabetologist,Competitor_Loyal,78,38,15,2.11,4,2,Appropriately-covered
69,Upkaar Virk,Delhi,Diabetologist,Switcher,78,40,17,2.22,4,2,Appropriately-covered
250,Viraj Chacko,Kolkata,GP,Switcher,78,40,16,2.22,4,2,Appropriately-covered
1294,Urmi Wagle,Chennai,Cardiologist,Switcher,78,40,16,2.22,4,2,Appropriately-covered
1901,Krishna Shah,Delhi,GP,Brand_Loyal,78,40,14,2.22,4,2,Appropriately-covered
1569,Vasudha Chhabra,Delhi,Cardiologist,Competitor_Loyal,78,42,16,2.33,4,3,Appropriately-covered
1802,Meera Nadkarni,Mumbai,Diabetologist,Brand_Loyal,78,42,16,2.33,4,3,Appropriately-covered
47,Balhaar Ranganathan,Bangalore,GP,Competitor_Loyal,78,43,17,2.39,4,3,Appropriately-covered
1988,Xavier Bora,Mumbai,GP,Competitor_Loyal,78,43,17,2.39,4,3,Appropriately-covered
1593,Nilima Gole,Bangalore,Diabetologist,Switcher,78,45,16,2.5,4,3,Appropriately-covered
397,Parth Ray,Kolkata,Cardiologist,Competitor_Loyal,78,46,16,2.56,4,3,Appropriately-covered
738,Diya Sangha,Kolkata,Cardiologist,Competitor_Loyal,78,46,18,2.56,4,3,Appropriately-covered
1321,Krishna Modi,Bangalore,GP,Competitor_Loyal,78,46,16,2.56,4,3,Appropriately-covered
285,Damini Dua,Kolkata,Cardiologist,Competitor_Loyal,78,47,18,2.61,4,3,Appropriately-covered
61,Ishaan Raju,Kolkata,Diabetologist,Switcher,78,51,17,2.83,4,3,Appropriately-covered
1834,Geetika Mitter,Hyderabad,Diabetologist,Brand_Loyal,78,54,16,3.0,4,4,Appropriately-covered
1758,Nitesh Majumdar,Ahmedabad,GP,Brand_Loyal,78,63,16,3.5,4,4,Appropriately-covered
1663,Dhriti Sandhu,Hyderabad,Diabetologist,Brand_Loyal,78,67,18,3.72,4,4,Appropriately-covered
1582,Yutika Narang,Bangalore,Cardiologist,Switcher,77,34,16,1.89,4,2,Appropriately-covered
1841,Baghyawati Kumar,Mumbai,Diabetologist,Switcher,77,35,14,1.94,4,2,Appropriately-covered
560,Sachi Toor,Mumbai,GP,Switcher,77,37,16,2.06,4,2,Appropriately-covered
623,Kiaan Dhar,Chennai,Cardiologist,Competitor_Loyal,77,37,15,2.06,4,2,Appropriately-covered
1029,Ishita Johal,Chennai,Diabetologist,Switcher,77,37,16,2.06,4,2,Appropriately-covered
1125,Keya Ranganathan,Delhi,Diabetologist,Competitor_Loyal,77,37,15,2.06,4,2,Appropriately-covered
1731,Rudra Rattan,Chennai,GP,Competitor_Loyal,77,37,14,2.06,4,2,Appropriately-covered
539,Yashodhara Ratti,Bangalore,Diabetologist,Competitor_Loyal,77,38,16,2.11,4,2,Appropriately-covered
1450,Yasti Mammen,Kolkata,Cardiologist,Brand_Loyal,77,38,15,2.11,4,2,Appropriately-covered
745,Vinaya Kanda,Delhi,Diabetologist,Brand_Loyal,77,41,16,2.28,4,2,Appropriately-covered
749,Adya Khalsa,Kolkata,GP,Brand_Loyal,77,41,15,2.28,4,2,Appropriately-covered
1268,Arunima Golla,Delhi,Cardiologist,Brand_Loyal,77,41,17,2.28,4,3,Appropriately-covered
1836,Ridhi Kamdar,Chennai,Cardiologist,Brand_Loyal,77,41,17,2.28,4,3,Appropriately-covered
412,Aradhana Date,Chennai,GP,Competitor_Loyal,77,42,16,2.33,4,3,Appropriately-covered
987,Yasti Chowdhury,Chennai,Cardiologist,Competitor_Loyal,77,42,16,2.33,4,3,Appropriately-covered
1812,Jyoti Sha,Chennai,Cardiologist,Competitor_Loyal,77,43,16,2.39,4,3,Appropriately-covered
630,Jagrati Choudhary,Mumbai,GP,Switcher,77,44,16,2.44,4,3,Appropriately-covered
1177,Yashoda Rattan,Kolkata,GP,Switcher,77,45,16,2.5,4,3,Appropriately-covered
858,Lakshit More,Mumbai,Cardiologist,Competitor_Loyal,77,46,15,2.56,4,3,Appropriately-covered
1910,Chasmum Dhar,Bangalore,GP,Brand_Loyal,77,46,17,2.56,4,3,Appropriately-covered
294,Ekaraj Hari,Kolkata,Diabetologist,Brand_Loyal,77,49,17,2.72,4,3,Appropriately-covered
1548,Yasti Mani,Kolkata,Diabetologist,Switcher,77,50,17,2.78,4,3,Appropriately-covered
1775,Veer Subramaniam,Kolkata,Diabetologist,Brand_Loyal,77,50,18,2.78,4,3,Appropriately-covered
1623,Zansi Krishnamurthy,Kolkata,Cardiologist,Switcher,77,51,18,2.83,4,3,Appropriately-covered
1885,Dev Zachariah,Pune,Cardiologist,Competitor_Loyal,77,57,16,3.17,4,4,Appropriately-covered
247,Thomas Bhatnagar,Pune,Diabetologist,Brand_Loyal,77,73,18,4.06,4,4,Appropriately-covered
938,Ucchal Srinivas,Jaipur,GP,Brand_Loyal,77,98,18,5.44,4,4,Appropriately-covered
1417,Mitesh Gaba,Lucknow,Cardiologist,Switcher,77,98,17,5.44,4,4,Appropriately-covered
677,Rohan Viswanathan,Mumbai,Diabetologist,Brand_Loyal,76,34,13,1.89,4,2,Appropriately-covered
1903,Jacob Khalsa,Chennai,Cardiologist,Switcher,76,34,15,1.89,4,2,Appropriately-covered
1427,Udant Mannan,Kolkata,Diabetologist,Competitor_Loyal,76,35,17,1.94,4,2,Appropriately-covered
785,Pranit Garde,Delhi,Cardiologist,Competitor_Loyal,76,36,17,2.0,4,2,Appropriately-covered
1286,Dev Ganesh,Bangalore,Cardiologist,Switcher,76,36,17,2.0,4,2,Appropriately-covered
1905,Vrishti Wable,Chennai,Diabetologist,Switcher,76,38,15,2.11,4,2,Appropriately-covered
1258,Leela Khanna,Mumbai,GP,Competitor_Loyal,76,40,16,2.22,4,2,Appropriately-covered
1909,Dhriti Bhagat,Kolkata,Diabetologist,Brand_Loyal,76,40,16,2.22,4,2,Appropriately-covered
1948,Zinal Tank,Mumbai,GP,Competitor_Loyal,76,42,17,2.33,4,3,Appropriately-covered
37,Noah Ramachandran,Mumbai,Cardiologist,Competitor_Loyal,76,44,17,2.44,4,3,Appropriately-covered
594,Nidhi Kala,Kolkata,Diabetologist,Competitor_Loyal,76,45,18,2.5,4,3,Appropriately-covered
848,Waida D’Alia,Delhi,Diabetologist,Switcher,76,45,17,2.5,4,3,Appropriately-covered
1900,Kevin Zacharia,Delhi,Diabetologist,Switcher,76,45,17,2.5,4,3,Appropriately-covered
204,Brinda Bali,Chennai,Cardiologist,Switcher,76,47,16,2.61,4,3,Appropriately-covered
1413,Vrishti Dixit,Delhi,Cardiologist,Competitor_Loyal,76,47,16,2.61,4,3,Appropriately-covered
1642,Aditya Misra,Bangalore,Cardiologist,Switcher,76,47,17,2.61,4,3,Appropriately-covered
1556,Maanas Rao,Bangalore,GP,Switcher,76,48,15,2.67,4,3,Appropriately-covered
1391,Krishna Viswanathan,Hyderabad,GP,Competitor_Loyal,76,51,18,2.83,4,3,Appropriately-covered
786,Upkaar Hayer,Kolkata,GP,Switcher,76,52,18,2.89,4,3,Appropriately-covered
266,Sai Vasa,Kolkata,Diabetologist,Brand_Loyal,76,54,17,3.0,4,4,Appropriately-covered
1994,Osha Chaudhuri,Hyderabad,Cardiologist,Switcher,76,54,17,3.0,4,4,Appropriately-covered
358,Aarna Lanka,Pune,Cardiologist,Competitor_Loyal,76,63,17,3.5,4,4,Appropriately-covered
637,Raghav Shankar,Ahmedabad,Diabetologist,Brand_Loyal,76,81,18,4.5,4,4,Appropriately-covered
1212,Bakhshi Bora,Pune,Cardiologist,Brand_Loyal,76,84,18,4.67,4,4,Appropriately-covered
1857,Mekhala Basak,Lucknow,Cardiologist,Competitor_Loyal,76,94,18,5.22,4,4,Appropriately-covered
835,Chandani Gaba,Bangalore,GP,Brand_Loyal,75,35,15,1.94,4,2,Appropriately-covered
1162,Quincy Issac,Mumbai,Diabetologist,Brand_Loyal,75,36,16,2.0,4,2,Appropriately-covered
1244,Nisha Mitter,Mumbai,Diabetologist,Competitor_Loyal,75,37,16,2.06,4,2,Appropriately-covered
932,Lavanya Bhagat,Mumbai,GP,Competitor_Loyal,75,38,15,2.11,4,2,Appropriately-covered
1652,Fiyaz Sangha,Delhi,Diabetologist,Switcher,75,40,15,2.22,4,2,Appropriately-covered
1863,Chatura Gokhale,Kolkata,Cardiologist,Switcher,75,40,15,2.22,4,2,Appropriately-covered
52,Chaitaly Setty,Delhi,Diabetologist,Switcher,75,41,17,2.28,4,2,Appropriately-covered
526,Manya Merchant,Chennai,Diabetologist,Competitor_Loyal,75,41,16,2.28,4,2,Appropriately-covered
884,Upadhriti Chatterjee,Mumbai,Cardiologist,Competitor_Loyal,75,41,17,2.28,4,3,Appropriately-covered
1338,Janya Bora,Chennai,Diabetologist,Switcher,75,41,16,2.28,4,3,Appropriately-covered
426,Nidra Raj,Mumbai,Cardiologist,Competitor_Loyal,75,42,17,2.33,4,3,Appropriately-covered
1870,Yahvi Sampath,Ahmedabad,Diabetologist,Competitor_Loyal,75,45,18,2.5,4,3,Appropriately-covered
1982,Atharv Chand,Delhi,Cardiologist,Brand_Loyal,75,45,15,2.5,4,3,Appropriately-covered
1517,Lipika Singh,Kolkata,GP,Switcher,75,47,16,2.61,4,3,Appropriately-covered
1741,Yash Garg,Mumbai,Diabetologist,Competitor_Loyal,75,47,15,2.61,4,3,Appropriately-covered
1933,Chakrika Datta,Delhi,Diabetologist,Brand_Loyal,75,47,17,2.61,4,3,Appropriately-covered
1315,Jairaj Raghavan,Bangalore,GP,Switcher,75,48,17,2.67,4,3,Appropriately-covered
391,Balendra Chander,Mumbai,Diabetologist,Brand_Loyal,75,49,15,2.72,4,3,Appropriately-covered
185,Yashodhara Agate,Chennai,Diabetologist,Competitor_Loyal,75,50,16,2.78,4,3,Appropriately-covered
276,Radhika De,Chennai,Diabetologist,Competitor_Loyal,75,50,17,2.78,4,3,Appropriately-covered
1796,Ladli Ramakrishnan,Pune,Cardiologist,Competitor_Loyal,75,64,17,3.56,4,4,Appropriately-covered
1148,Girish Bhatt,Patna,GP,Brand_Loyal,75,81,18,4.5,4,4,Appropriately-covered
1070,Amol Varma,Jaipur,GP,Switcher,75,98,18,5.44,4,4,Appropriately-covered
1146,Aayush Chaudhary,Indore,GP,Switcher,75,130,18,7.22,4,4,Appropriately-covered
1508,Rachita Kothari,Kochi,GP,Brand_Loyal,75,135,18,7.5,4,4,Appropriately-covered
856,Parth Ravi,Bangalore,GP,Competitor_Loyal,74,34,17,1.89,4,2,Appropriately-covered
1116,Baghyawati Sarma,Kolkata,GP,Switcher,74,34,17,1.89,4,2,Appropriately-covered
1435,Bhavya Dass,Mumbai,Cardiologist,Brand_Loyal,74,36,18,2.0,4,2,Appropriately-covered
1558,Gautami Doctor,Mumbai,Diabetologist,Competitor_Loyal,74,36,16,2.0,4,2,Appropriately-covered
1124,Urmi Balay,Bangalore,GP,Competitor_Loyal,74,37,17,2.06,4,2,Appropriately-covered
386,Leela Chakraborty,Chennai,GP,Competitor_Loyal,74,38,17,2.11,4,2,Appropriately-covered
1243,Avi Shenoy,Bangalore,GP,Brand_Loyal,74,38,17,2.11,4,2,Appropriately-covered
1086,Rudra Sura,Mumbai,GP,Switcher,74,39,16,2.17,4,2,Appropriately-covered
1218,Frederick Chander,Delhi,Cardiologist,Switcher,74,39,17,2.17,4,2,Appropriately-covered
811,Yuvraj Saha,Chennai,Diabetologist,Competitor_Loyal,74,40,13,2.22,4,2,Appropriately-covered
590,Simon Bail,Delhi,Cardiologist,Brand_Loyal,74,41,17,2.28,4,2,Appropriately-covered
797,Yamini Seshadri,Bangalore,Cardiologist,Switcher,74,42,15,2.33,4,3,Appropriately-covered
341,Ucchal Thaker,Kolkata,Cardiologist,Brand_Loyal,74,43,16,2.39,4,3,Appropriately-covered
1755,Vasatika Buch,Mumbai,GP,Brand_Loyal,74,43,17,2.39,4,3,Appropriately-covered
1110,Pavani Narayanan,Delhi,Cardiologist,Brand_Loyal,74,44,17,2.44,4,3,Appropriately-covered
70,Matthew Chatterjee,Hyderabad,Cardiologist,Brand_Loyal,74,45,16,2.5,4,3,Appropriately-covered
1322,Wazir Naik,Delhi,Diabetologist,Brand_Loyal,74,46,16,2.56,4,3,Appropriately-covered
1524,Shaurya Mannan,Kolkata,Cardiologist,Competitor_Loyal,74,46,16,2.56,4,3,Appropriately-covered
40,Urvi Bhavsar,Delhi,Cardiologist,Competitor_Loyal,74,47,16,2.61,4,3,Appropriately-covered
796,Upkaar Grewal,Mumbai,Cardiologist,Brand_Loyal,74,47,16,2.61,4,3,Appropriately-covered
1217,Qadim Prakash,Chennai,Cardiologist,Competitor_Loyal,74,48,17,2.67,4,3,Appropriately-covered
1956,Jatin Balasubramanian,Hyderabad,Diabetologist,Brand_Loyal,74,53,18,2.94,4,4,Appropriately-covered
523,Gaurangi Wali,Ahmedabad,GP,Switcher,74,54,17,3.0,4,4,Appropriately-covered
406,Chatura Bhatnagar,Ahmedabad,GP,Competitor_Loyal,74,57,17,3.17,4,4,Appropriately-covered
632,Tripti Bajwa,Pune,Cardiologist,Brand_Loyal,74,65,16,3.61,4,4,Appropriately-covered
1817,Meghana Chaudhuri,Chennai,GP,Brand_Loyal,74,66,18,3.67,4,4,Appropriately-covered
1842,Adweta Lad,Jaipur,Cardiologist,Switcher,74,92,18,5.11,4,4,Appropriately-covered
119,Libni Bumb,Jaipur,Diabetologist,Competitor_Loyal,74,101,18,5.61,4,4,Appropriately-covered
1608,Elijah Bhasin,Chandigarh,Cardiologist,Brand_Loyal,74,133,18,7.39,4,4,Appropriately-covered
1570,Balveer Dube,Kolkata,Diabetologist,Brand_Loyal,73,34,14,1.89,4,2,Appropriately-covered
1708,Balveer More,Delhi,GP,Brand_Loyal,73,34,14,1.89,4,2,Appropriately-covered
1235,Yochana Sagar,Bangalore,Cardiologist,Competitor_Loyal,73,35,16,1.94,4,2,Appropriately-covered
701,Triya Ganesan,Mumbai,GP,Switcher,73,37,14,2.06,4,2,Appropriately-covered
1079,Sachi Suresh,Chennai,GP,Competitor_Loyal,73,38,16,2.11,4,2,Appropriately-covered
1921,Quincy Mann,Bangalore,Diabetologist,Competitor_Loyal,73,38,15,2.11,4,2,Appropriately-covered
768,Michael Bedi,Mumbai,Diabetologist,Competitor_Loyal,73,39,16,2.17,4,2,Appropriately-covered
474,Reva Anne,Kolkata,Cardiologist,Competitor_Loyal,73,40,16,2.22,4,2,Appropriately-covered
734,Chanakya Konda,Bangalore,GP,Switcher,73,40,15,2.22,4,2,Appropriately-covered
667,Harini Mammen,Delhi,Diabetologist,Brand_Loyal,73,41,15,2.28,4,2,Appropriately-covered
822,Chasmum Naidu,Chennai,Cardiologist,Competitor_Loyal,73,42,18,2.33,4,3,Appropriately-covered
1474,Balveer Ram,Mumbai,Diabetologist,Competitor_Loyal,73,42,16,2.33,4,3,Appropriately-covered
181,Lucky Mammen,Chennai,GP,Switcher,73,43,18,2.39,4,3,Appropriately-covered
503,Hemangini Sachdev,Hyderabad,Diabetologist,Brand_Loyal,73,43,16,2.39,4,3,Appropriately-covered
1102,Faras Choudhury,Bangalore,Diabetologist,Switcher,73,44,17,2.44,4,3,Appropriately-covered
546,Kevin Gokhale,Kolkata,Diabetologist,Brand_Loyal,73,45,15,2.5,4,3,Appropriately-covered
556,Zaid Bahl,Chennai,GP,Brand_Loyal,73,45,16,2.5,4,3,Appropriately-covered
106,Garima Prabhu,Hyderabad,Diabetologist,Brand_Loyal,73,48,17,2.67,4,3,Appropriately-covered
1458,Arunima Chacko,Chennai,GP,Brand_Loyal,73,49,16,2.72,4,3,Appropriately-covered
1440,Siya Borah,Hyderabad,Diabetologist,Brand_Loyal,73,50,17,2.78,4,3,Appropriately-covered
430,Kamala Bassi,Kolkata,Diabetologist,Competitor_Loyal,73,51,16,2.83,4,3,Appropriately-covered
350,Gautam Mane,Hyderabad,Cardiologist,Brand_Loyal,73,54,18,3.0,4,4,Appropriately-covered
976,Abdul Sahni,Pune,Cardiologist,Brand_Loyal,73,56,18,3.11,4,4,Appropriately-covered
22,Zansi Walla,Kolkata,GP,Switcher,73,57,18,3.17,4,4,Appropriately-covered
46,Amruta Dass,Patna,Cardiologist,Competitor_Loyal,73,73,18,4.06,4,4,Appropriately-covered
485,Matthew Aurora,Patna,GP,Brand_Loyal,73,75,18,4.17,4,4,Appropriately-covered
955,Reva Viswanathan,Lucknow,Cardiologist,Switcher,73,94,18,5.22,4,4,Appropriately-covered
1277,Widisha Pillai,Jaipur,Cardiologist,Brand_Loyal,73,96,18,5.33,4,4,Appropriately-covered
584,Bhavini Bose,Lucknow,GP,Switcher,73,97,18,5.39,4,4,Appropriately-covered
1978,Neel Iyengar,Lucknow,Diabetologist,Brand_Loyal,73,105,18,5.83,4,4,Appropriately-covered
1194,Atharv Grewal,Jaipur,Diabetologist,Switcher,73,114,18,6.33,4,4,Appropriately-covered
227,Alka Kade,Chandigarh,Cardiologist,Switcher,73,148,18,8.22,4,4,Appropriately-covered
1009,Nikita Rama,Kolkata,Cardiologist,Competitor_Loyal,72,34,16,1.89,4,2,Appropriately-covered
1854,David Kurian,Mumbai,Cardiologist,Brand_Loyal,72,34,16,1.89,4,2,Appropriately-covered
220,Nidra Boase,Mumbai,Cardiologist,Switcher,72,35,16,1.94,4,2,Appropriately-covered
380,Harrison Kashyap,Mumbai,Cardiologist,Competitor_Loyal,72,36,15,2.0,4,2,Appropriately-covered
997,Oeshi Hayer,Delhi,GP,Competitor_Loyal,72,36,17,2.0,4,2,Appropriately-covered
1042,Pranit Sha,Mumbai,Cardiologist,Switcher,72,36,16,2.0,4,2,Appropriately-covered
1264,Elijah Thakur,Kolkata,Diabetologist,Brand_Loyal,72,36,16,2.0,4,2,Appropriately-covered
1613,Chanakya Batra,Chennai,GP,Brand_Loyal,72,36,17,2.0,4,2,Appropriately-covered
30,Zarna Shetty,Delhi,Cardiologist,Switcher,72,37,15,2.06,4,2,Appropriately-covered
708,Garima Sani,Bangalore,Diabetologist,Switcher,72,37,16,2.06,4,2,Appropriately-covered
1684,Ijaya Dani,Bangalore,Diabetologist,Brand_Loyal,72,37,18,2.06,4,2,Appropriately-covered
952,Krisha Vyas,Mumbai,GP,Competitor_Loyal,72,40,16,2.22,4,2,Appropriately-covered
126,Lakshmi Ram,Kolkata,GP,Brand_Loyal,72,43,17,2.39,4,3,Appropriately-covered
966,Dakshesh Gill,Kolkata,Diabetologist,Competitor_Loyal,72,43,16,2.39,4,3,Appropriately-covered
1534,Aradhana Verma,Delhi,GP,Competitor_Loyal,72,43,17,2.39,4,3,Appropriately-covered
121,Samaksh Virk,Kolkata,Cardiologist,Brand_Loyal,72,44,17,2.44,4,3,Appropriately-covered
141,Abhiram Arora,Kolkata,Diabetologist,Competitor_Loyal,72,44,17,2.44,4,3,Appropriately-covered
382,Ekiya Bhargava,Chennai,Diabetologist,Switcher,72,44,17,2.44,4,3,Appropriately-covered
1108,Inaya Kapur,Delhi,GP,Brand_Loyal,72,44,17,2.44,4,3,Appropriately-covered
372,Vedika Handa,Mumbai,GP,Brand_Loyal,72,47,17,2.61,4,3,Appropriately-covered
1696,Forum Sarraf,Bangalore,Cardiologist,Brand_Loyal,72,47,16,2.61,4,3,Appropriately-covered
371,Mekhala Nanda,Hyderabad,GP,Brand_Loyal,72,48,17,2.67,4,3,Appropriately-covered
1229,Wazir Bawa,Hyderabad,GP,Brand_Loyal,72,48,16,2.67,4,3,Appropriately-covered
1362,Girik Rastogi,Kolkata,Cardiologist,Brand_Loyal,72,48,17,2.67,4,3,Appropriately-covered
1259,Vasatika Garde,Kolkata,GP,Competitor_Loyal,72,49,16,2.72,4,3,Appropriately-covered
1601,Damini Garg,Ahmedabad,GP,Switcher,72,50,16,2.78,4,3,Appropriately-covered
1305,Kritika Pau,Kolkata,Cardiologist,Brand_Loyal,72,52,16,2.89,4,3,Appropriately-covered
1826,Yoshita Hari,Ahmedabad,Diabetologist,Brand_Loyal,72,58,17,3.22,4,4,Appropriately-covered
1872,Yatin Kota,Pune,Diabetologist,Competitor_Loyal,72,58,18,3.22,4,4,Appropriately-covered
522,Amol Parikh,Jaipur,Cardiologist,Competitor_Loyal,72,79,18,4.39,4,4,Appropriately-covered
279,Thomas Lall,Patna,GP,Competitor_Loyal,72,92,18,5.11,4,4,Appropriately-covered
1877,Diya Mukherjee,Jaipur,Cardiologist,Brand_Loyal,72,94,18,5.22,4,4,Appropriately-covered
335,Baghyawati Raja,Lucknow,Cardiologist,Switcher,72,98,18,5.44,4,4,Appropriately-covered
1134,Qushi Naik,Mumbai,GP,Switcher,71,29,15,1.61,3,1,Appropriately-covered
31,Leena Dey,Bangalore,Cardiologist,Switcher,71,30,15,1.67,3,1,Appropriately-covered
334,Jacob Merchant,Bangalore,Diabetologist,Competitor_Loyal,71,31,16,1.72,3,1,Appropriately-covered
659,Amara Narayan,Bangalore,Cardiologist,Switcher,71,32,15,1.78,3,1,Appropriately-covered
783,Odika Mital,Bangalore,Diabetologist,Switcher,71,33,14,1.83,3,1,Appropriately-covered
448,Jhalak Dugar,Chennai,Cardiologist,Competitor_Loyal,71,34,16,1.89,3,1,Appropriately-covered
1251,Ayushman Nagar,Mumbai,Diabetologist,Switcher,71,36,16,2.0,3,2,Appropriately-covered
1617,Jeevika Bandi,Mumbai,Diabetologist,Switcher,71,36,15,2.0,3,2,Appropriately-covered
1787,Jack Setty,Chennai,Diabetologist,Competitor_Loyal,71,36,13,2.0,4,2,Appropriately-covered
1464,Vasudha Gola,Kolkata,GP,Competitor_Loyal,71,37,14,2.06,4,2,Appropriately-covered
1402,Charita Tripathi,Delhi,Diabetologist,Switcher,71,38,16,2.11,4,2,Appropriately-covered
1964,Anthony Bhattacharyya,Chennai,Diabetologist,Competitor_Loyal,71,39,18,2.17,4,2,Appropriately-covered
705,Triya Gopal,Delhi,Diabetologist,Competitor_Loyal,71,40,18,2.22,4,2,Appropriately-covered
1703,Anvi Wason,Bangalore,Diabetologist,Competitor_Loyal,71,40,18,2.22,4,2,Appropriately-covered
344,Sachi Dave,Chennai,GP,Switcher,71,41,17,2.28,4,2,Appropriately-covered
688,Baghyawati Mishra,Hyderabad,GP,Switcher,71,41,16,2.28,4,2,Appropriately-covered
944,Praneel Kapoor,Chennai,Cardiologist,Switcher,71,41,16,2.28,4,3,Appropriately-covered
1622,Vedhika Golla,Mumbai,Cardiologist,Switcher,71,41,14,2.28,4,3,Appropriately-covered
6,Zarna Mangal,Kolkata,Cardiologist,Competitor_Loyal,71,42,18,2.33,4,3,Appropriately-covered
39,William Gandhi,Kolkata,GP,Switcher,71,42,16,2.33,4,3,Appropriately-covered
390,Jagrati Buch,Mumbai,Diabetologist,Competitor_Loyal,71,42,15,2.33,4,3,Appropriately-covered
1545,Anirudh Tripathi,Kolkata,Diabetologist,Competitor_Loyal,71,42,17,2.33,4,3,Appropriately-covered
518,Devika Nair,Delhi,GP,Brand_Loyal,71,43,16,2.39,4,3,Appropriately-covered
1387,Azad Chander,Bangalore,GP,Competitor_Loyal,71,43,18,2.39,4,3,Appropriately-covered
1017,Dipta Sarin,Delhi,Diabetologist,Brand_Loyal,71,44,16,2.44,4,3,Appropriately-covered
1260,Theodore Bahri,Chennai,Diabetologist,Brand_Loyal,71,45,15,2.5,4,3,Appropriately-covered
1635,Daksha Kibe,Chennai,Diabetologist,Switcher,71,45,16,2.5,4,3,Appropriately-covered
1585,Charan Srinivasan,Bangalore,Diabetologist,Competitor_Loyal,71,46,17,2.56,4,3,Appropriately-covered
547,Bachittar Sengupta,Chennai,GP,Competitor_Loyal,71,47,17,2.61,4,3,Appropriately-covered
666,Shivani Rajagopalan,Mumbai,GP,Competitor_Loyal,71,47,15,2.61,4,3,Appropriately-covered
812,Gopal Bawa,Hyderabad,Cardiologist,Brand_Loyal,71,47,18,2.61,4,3,Appropriately-covered
983,Suhani Chakrabarti,Delhi,Cardiologist,Switcher,71,48,17,2.67,4,3,Appropriately-covered
1314,Chaitaly Bahri,Hyderabad,Diabetologist,Competitor_Loyal,71,50,18,2.78,4,3,Appropriately-covered
1360,Victor Raghavan,Bangalore,GP,Competitor_Loyal,71,53,17,2.94,4,4,Appropriately-covered
1563,Sai Patil,Patna,Diabetologist,Competitor_Loyal,71,78,17,4.33,4,4,Appropriately-covered
669,Andrew Patil,Lucknow,GP,Switcher,71,82,17,4.56,4,4,Appropriately-covered
631,Tanveer Vala,Lucknow,Diabetologist,Switcher,71,91,17,5.06,4,4,Appropriately-covered
16,Saanvi Samra,Lucknow,Diabetologist,Switcher,71,98,18,5.44,4,4,Appropriately-covered
1583,Tanmayi Muni,Indore,Diabetologist,Switcher,71,104,18,5.78,4,4,Appropriately-covered
1181,Raghav Dara,Kochi,Diabetologist,Competitor_Loyal,71,122,18,6.78,4,4,Appropriately-covered
1939,Nitesh Sengupta,Chennai,Diabetologist,Switcher,70,28,14,1.56,3,1,Appropriately-covered
1902,Peter Shah,Mumbai,Diabetologist,Competitor_Loyal,70,29,10,1.61,3,1,Appropriately-covered
420,Lajita Trivedi,Mumbai,GP,Brand_Loyal,70,30,14,1.67,3,1,Appropriately-covered
1018,Warinder Patil,Delhi,Cardiologist,Switcher,70,30,17,1.67,3,1,Appropriately-covered
1098,Advay Lal,Bangalore,Diabetologist,Competitor_Loyal,70,30,14,1.67,3,1,Appropriately-covered
