rep_id,rep_name,city,region,month_year,monthly_rx,rolling_3m_avg_rx
26,Dominic Kakar,Jaipur,North,2024-03,529,517.33
26,Dominic Kakar,Jaipur,North,2024-04,518,534.0
26,Dominic Kakar,Jaipur,North,2024-05,552,533.0
26,Dominic Kakar,Jaipur,North,2024-06,543,537.67
26,Dominic Kakar,Jaipur,North,2024-07,472,522.33
26,Dominic Kakar,Jaipur,North,2024-08,464,493.0
26,Dominic Kakar,Jaipur,North,2024-09,462,466.0
26,Dominic Kakar,Jaipur,North,2024-10,542,489.33
26,Dominic Kakar,Jaipur,North,2024-11,571,525.0
26,Dominic Kakar,Jaipur,North,2024-12,512,541.67
27,Simon Tata,Jaipur,North,2023-07,441,441.0
27,Simon Tata,Jaipur,North,2023-08,442,441.5
27,Simon Tata,Jaipur,North,2023-09,420,434.33
27,Simon Tata,Jaipur,North,2023-10,531,464.33
27,Simon Tata,Jaipur,North,2023-11,504,485.0
27,Simon Tata,Jaipur,North,2023-12,479,504.67
27,Simon Tata,Jaipur,North,2024-01,468,483.67
27,Simon Tata,Jaipur,North,2024-02,555,500.67
27,Simon Tata,Jaipur,North,2024-03,529,517.33
27,Simon Tata,Jaipur,North,2024-04,518,534.0
27,Simon Tata,Jaipur,North,2024-05,552,533.0
27,Simon Tata,Jaipur,North,2024-06,543,537.67
27,Simon Tata,Jaipur,North,2024-07,472,522.33
27,Simon Tata,Jaipur,North,2024-08,464,493.0
27,Simon Tata,Jaipur,North,2024-09,462,466.0
27,Simon Tata,Jaipur,North,2024-10,542,489.33
27,Simon Tata,Jaipur,North,2024-11,571,525.0
27,Simon Tata,Jaipur,North,2024-12,512,541.67
28,Tara Dhar,Chandigarh,North,2023-07,268,268.0
28,Tara Dhar,Chandigarh,North,2023-08,330,299.0
28,Tara Dhar,Chandigarh,North,2023-09,317,305.0
28,Tara Dhar,Chandigarh,North,2023-10,429,358.67
28,Tara Dhar,Chandigarh,North,2023-11,396,380.67
28,Tara Dhar,Chandigarh,North,2023-12,368,397.67
28,Tara Dhar,Chandigarh,North,2024-01,330,364.67
28,Tara Dhar,Chandigarh,North,2024-02,395,364.33
28,Tara Dhar,Chandigarh,North,2024-03,413,379.33
28,Tara Dhar,Chandigarh,North,2024-04,453,420.33
28,Tara Dhar,Chandigarh,North,2024-05,420,428.67
28,Tara Dhar,Chandigarh,North,2024-06,443,438.67
28,Tara Dhar,Chandigarh,North,2024-07,344,402.33
28,Tara Dhar,Chandigarh,North,2024-08,347,378.0
28,Tara Dhar,Chandigarh,North,2024-09,312,334.33
28,Tara Dhar,Chandigarh,North,2024-10,412,357.0
28,Tara Dhar,Chandigarh,North,2024-11,438,387.33
28,Tara Dhar,Chandigarh,North,2024-12,413,421.0
29,Liam Koshy,Chandigarh,North,2023-07,268,268.0
29,Liam Koshy,Chandigarh,North,2023-08,330,299.0
29,Liam Koshy,Chandigarh,North,2023-09,317,305.0
29,Liam Koshy,Chandigarh,North,2023-10,429,358.67
29,Liam Koshy,Chandigarh,North,2023-11,396,380.67
29,Liam Koshy,Chandigarh,North,2023-12,368,397.67
29,Liam Koshy,Chandigarh,North,2024-01,330,364.67
29,Liam Koshy,Chandigarh,North,2024-02,395,364.33
29,Liam Koshy,Chandigarh,North,2024-03,413,379.33
29,Liam Koshy,Chandigarh,North,2024-04,453,420.33
29,Liam Koshy,Chandigarh,North,2024-05,420,428.67
29,Liam Koshy,Chandigarh,North,2024-06,443,438.67
29,Liam Koshy,Chandigarh,North,2024-07,344,402.33
29,Liam Koshy,Chandigarh,North,2024-08,347,378.0
29,Liam Koshy,Chandigarh,North,2024-09,312,334.33
29,Liam Koshy,Chandigarh,North,2024-10,412,357.0
29,Liam Koshy,Chandigarh,North,2024-11,438,387.33
29,Liam Koshy,Chandigarh,North,2024-12,413,421.0
30,Priya Rastogi,Chandigarh,North,2023-07,268,268.0
30,Priya Rastogi,Chandigarh,North,2023-08,330,299.0
30,Priya Rastogi,Chandigarh,North,2023-09,317,305.0
30,Priya Rastogi,Chandigarh,North,2023-10,429,358.67
30,Priya Rastogi,Chandigarh,North,2023-11,396,380.67
30,Priya Rastogi,Chandigarh,North,2023-12,368,397.67
30,Priya Rastogi,Chandigarh,North,2024-01,330,364.67
30,Priya Rastogi,Chandigarh,North,2024-02,395,364.33
30,Priya Rastogi,Chandigarh,North,2024-03,413,379.33
30,Priya Rastogi,Chandigarh,North,2024-04,453,420.33
30,Priya Rastogi,Chandigarh,North,2024-05,420,428.67
30,Priya Rastogi,Chandigarh,North,2024-06,443,438.67
30,Priya Rastogi,Chandigarh,North,2024-07,344,402.33
30,Priya Rastogi,Chandigarh,North,2024-08,347,378.0
30,Priya Rastogi,Chandigarh,North,2024-09,312,334.33
30,Priya Rastogi,Chandigarh,North,2024-10,412,357.0
30,Priya Rastogi,Chandigarh,North,2024-11,438,387.33
30,Priya Rastogi,Chandigarh,North,2024-12,413,421.0
31,Theodore Devi,Chandigarh,North,2023-07,260,260.0
31,Theodore Devi,Chandigarh,North,2023-08,335,297.5
31,Theodore Devi,Chandigarh,North,2023-09,331,308.67
31,Theodore Devi,Chandigarh,North,2023-10,409,358.33
31,Theodore Devi,Chandigarh,North,2023-11,395,378.33
31,Theodore Devi,Chandigarh,North,2023-12,357,387.0
31,Theodore Devi,Chandigarh,North,2024-01,336,362.67
31,Theodore Devi,Chandigarh,North,2024-02,409,367.33
31,Theodore Devi,Chandigarh,North,2024-03,430,391.67
31,Theodore Devi,Chandigarh,North,2024-04,453,430.67
31,Theodore Devi,Chandigarh,North,2024-05,434,439.0
31,Theodore Devi,Chandigarh,North,2024-06,450,445.67
31,Theodore Devi,Chandigarh,North,2024-07,334,406.0
31,Theodore Devi,Chandigarh,North,2024-08,354,379.33
31,Theodore Devi,Chandigarh,North,2024-09,316,334.67
31,Theodore Devi,Chandigarh,North,2024-10,424,364.67
31,Theodore Devi,Chandigarh,North,2024-11,473,404.33
31,Theodore Devi,Chandigarh,North,2024-12,406,434.33
32,Gavin Batta,Chandigarh,North,2023-07,260,260.0
32,Gavin Batta,Chandigarh,North,2023-08,335,297.5
32,Gavin Batta,Chandigarh,North,2023-09,331,308.67
32,Gavin Batta,Chandigarh,North,2023-10,409,358.33
32,Gavin Batta,Chandigarh,North,2023-11,395,378.33
32,Gavin Batta,Chandigarh,North,2023-12,357,387.0
32,Gavin Batta,Chandigarh,North,2024-01,336,362.67
32,Gavin Batta,Chandigarh,North,2024-02,409,367.33
32,Gavin Batta,Chandigarh,North,2024-03,430,391.67
32,Gavin Batta,Chandigarh,North,2024-04,453,430.67
32,Gavin Batta,Chandigarh,North,2024-05,434,439.0
32,Gavin Batta,Chandigarh,North,2024-06,450,445.67
32,Gavin Batta,Chandigarh,North,2024-07,334,406.0
32,Gavin Batta,Chandigarh,North,2024-08,354,379.33
32,Gavin Batta,Chandigarh,North,2024-09,316,334.67
32,Gavin Batta,Chandigarh,North,2024-10,424,364.67
32,Gavin Batta,Chandigarh,North,2024-11,473,404.33
32,Gavin Batta,Chandigarh,North,2024-12,406,434.33
33,Michael Dutta,Chandigarh,North,2023-07,260,260.0
33,Michael Dutta,Chandigarh,North,2023-08,335,297.5
33,Michael Dutta,Chandigarh,North,2023-09,331,308.67
33,Michael Dutta,Chandigarh,North,2023-10,409,358.33
33,Michael Dutta,Chandigarh,North,2023-11,395,378.33
33,Michael Dutta,Chandigarh,North,2023-12,357,387.0
33,Michael Dutta,Chandigarh,North,2024-01,336,362.67
33,Michael Dutta,Chandigarh,North,2024-02,409,367.33
33,Michael Dutta,Chandigarh,North,2024-03,430,391.67
33,Michael Dutta,Chandigarh,North,2024-04,453,430.67
33,Michael Dutta,Chandigarh,North,2024-05,434,439.0
33,Michael Dutta,Chandigarh,North,2024-06,450,445.67
33,Michael Dutta,Chandigarh,North,2024-07,334,406.0
33,Michael Dutta,Chandigarh,North,2024-08,354,379.33
33,Michael Dutta,Chandigarh,North,2024-09,316,334.67
33,Michael Dutta,Chandigarh,North,2024-10,424,364.67
33,Michael Dutta,Chandigarh,North,2024-11,473,404.33
33,Michael Dutta,Chandigarh,North,2024-12,406,434.33
34,Devansh Rajan,Bangalore,South,2023-07,1491,1491.0
34,Devansh Rajan,Bangalore,South,2023-08,1496,1493.5
34,Devansh Rajan,Bangalore,South,2023-09,1462,1483.0
34,Devansh Rajan,Bangalore,South,2023-10,1741,1566.33
34,Devansh Rajan,Bangalore,South,2023-11,1754,1652.33
34,Devansh Rajan,Bangalore,South,2023-12,1607,1700.67
34,Devansh Rajan,Bangalore,South,2024-01,1597,1652.67
34,Devansh Rajan,Bangalore,South,2024-02,1774,1659.33
34,Devansh Rajan,Bangalore,South,2024-03,1822,1731.0
34,Devansh Rajan,Bangalore,South,2024-04,1827,1807.67
34,Devansh Rajan,Bangalore,South,2024-05,1820,1823.0
34,Devansh Rajan,Bangalore,South,2024-06,1867,1838.0
34,Devansh Rajan,Bangalore,South,2024-07,1629,1772.0
34,Devansh Rajan,Bangalore,South,2024-08,1603,1699.67
34,Devansh Rajan,Bangalore,South,2024-09,1547,1593.0
34,Devansh Rajan,Bangalore,South,2024-10,1913,1687.67
34,Devansh Rajan,Bangalore,South,2024-11,1872,1777.33
34,Devansh Rajan,Bangalore,South,2024-12,1738,1841.0
35,Upadhriti Wadhwa,Bangalore,South,2023-07,1527,1527.0
35,Upadhriti Wadhwa,Bangalore,South,2023-08,1541,1534.0
35,Upadhriti Wadhwa,Bangalore,South,2023-09,1511,1526.33
35,Upadhriti Wadhwa,Bangalore,South,2023-10,1789,1613.67
35,Upadhriti Wadhwa,Bangalore,South,2023-11,1804,1701.33
35,Upadhriti Wadhwa,Bangalore,South,2023-12,1657,1750.0
35,Upadhriti Wadhwa,Bangalore,South,2024-01,1643,1701.33
35,Upadhriti Wadhwa,Bangalore,South,2024-02,1827,1709.0
35,Upadhriti Wadhwa,Bangalore,South,2024-03,1872,1780.67
35,Upadhriti Wadhwa,Bangalore,South,2024-04,1868,1855.67
35,Upadhriti Wadhwa,Bangalore,South,2024-05,1873,1871.0
35,Upadhriti Wadhwa,Bangalore,South,2024-06,1913,1884.67
35,Upadhriti Wadhwa,Bangalore,South,2024-07,1672,1819.33
35,Upadhriti Wadhwa,Bangalore,South,2024-08,1654,1746.33
35,Upadhriti Wadhwa,Bangalore,South,2024-09,1594,1640.0
35,Upadhriti Wadhwa,Bangalore,South,2024-10,1966,1738.0
35,Upadhriti Wadhwa,Bangalore,South,2024-11,1926,1828.67
35,Upadhriti Wadhwa,Bangalore,South,2024-12,1794,1895.33
36,Advay Contractor,Bangalore,South,2023-07,1446,1446.0
36,Advay Contractor,Bangalore,South,2023-08,1450,1448.0
36,Advay Contractor,Bangalore,South,2023-09,1414,1436.67
36,Advay Contractor,Bangalore,South,2023-10,1676,1513.33
36,Advay Contractor,Bangalore,South,2023-11,1707,1599.0
36,Advay Contractor,Bangalore,South,2023-12,1562,1648.33
36,Advay Contractor,Bangalore,South,2024-01,1547,1605.33
36,Advay Contractor,Bangalore,South,2024-02,1720,1609.67
36,Advay Contractor,Bangalore,South,2024-03,1772,1679.67
36,Advay Contractor,Bangalore,South,2024-04,1759,1750.33
36,Advay Contractor,Bangalore,South,2024-05,1767,1766.0
36,Advay Contractor,Bangalore,South,2024-06,1808,1778.0
36,Advay Contractor,Bangalore,South,2024-07,1583,1719.33
36,Advay Contractor,Bangalore,South,2024-08,1543,1644.67
36,Advay Contractor,Bangalore,South,2024-09,1497,1541.0
36,Advay Contractor,Bangalore,South,2024-10,1865,1635.0
36,Advay Contractor,Bangalore,South,2024-11,1812,1724.67
36,Advay Contractor,Bangalore,South,2024-12,1686,1787.67
37,Harini Choudhury,Bangalore,South,2023-07,1454,1454.0
37,Harini Choudhury,Bangalore,South,2023-08,1460,1457.0
37,Harini Choudhury,Bangalore,South,2023-09,1433,1449.0
37,Harini Choudhury,Bangalore,South,2023-10,1699,1530.67
37,Harini Choudhury,Bangalore,South,2023-11,1725,1619.0
37,Harini Choudhury,Bangalore,South,2023-12,1573,1665.67
37,Harini Choudhury,Bangalore,South,2024-01,1570,1622.67
37,Harini Choudhury,Bangalore,South,2024-02,1749,1630.67
37,Harini Choudhury,Bangalore,South,2024-03,1779,1699.33
37,Harini Choudhury,Bangalore,South,2024-04,1782,1770.0
37,Harini Choudhury,Bangalore,South,2024-05,1789,1783.33
37,Harini Choudhury,Bangalore,South,2024-06,1805,1792.0
37,Harini Choudhury,Bangalore,South,2024-07,1590,1728.0
37,Harini Choudhury,Bangalore,South,2024-08,1574,1656.33
37,Harini Choudhury,Bangalore,South,2024-09,1521,1561.67
37,Harini Choudhury,Bangalore,South,2024-10,1852,1649.0
37,Harini Choudhury,Bangalore,South,2024-11,1841,1738.0
37,Harini Choudhury,Bangalore,South,2024-12,1717,1803.33
38,Radhika Dugar,Bangalore,South,2023-07,1493,1493.0
38,Radhika Dugar,Bangalore,South,2023-08,1491,1492.0
38,Radhika Dugar,Bangalore,South,2023-09,1482,1488.67
38,Radhika Dugar,Bangalore,South,2023-10,1744,1572.33
38,Radhika Dugar,Bangalore,South,2023-11,1765,1663.67
38,Radhika Dugar,Bangalore,South,2023-12,1619,1709.33
38,Radhika Dugar,Bangalore,South,2024-01,1606,1663.33
38,Radhika Dugar,Bangalore,South,2024-02,1790,1671.67
38,Radhika Dugar,Bangalore,South,2024-03,1833,1743.0
38,Radhika Dugar,Bangalore,South,2024-04,1825,1816.0
38,Radhika Dugar,Bangalore,South,2024-05,1833,1830.33
38,Radhika Dugar,Bangalore,South,2024-06,1864,1840.67
38,Radhika Dugar,Bangalore,South,2024-07,1618,1771.67
38,Radhika Dugar,Bangalore,South,2024-08,1614,1698.67
38,Radhika Dugar,Bangalore,South,2024-09,1563,1598.33
38,Radhika Dugar,Bangalore,South,2024-10,1916,1697.67
38,Radhika Dugar,Bangalore,South,2024-11,1881,1786.67
38,Radhika Dugar,Bangalore,South,2024-12,1767,1854.67
39,Aarush Lall,Bangalore,South,2023-07,1458,1458.0
39,Aarush Lall,Bangalore,South,2023-08,1458,1458.0
39,Aarush Lall,Bangalore,South,2023-09,1425,1447.0
39,Aarush Lall,Bangalore,South,2023-10,1701,1528.0
39,Aarush Lall,Bangalore,South,2023-11,1716,1614.0
39,Aarush Lall,Bangalore,South,2023-12,1581,1666.0
39,Aarush Lall,Bangalore,South,2024-01,1556,1617.67
39,Aarush Lall,Bangalore,South,2024-02,1732,1623.0
39,Aarush Lall,Bangalore,South,2024-03,1787,1691.67
39,Aarush Lall,Bangalore,South,2024-04,1777,1765.33
39,Aarush Lall,Bangalore,South,2024-05,1782,1782.0
39,Aarush Lall,Bangalore,South,2024-06,1799,1786.0
39,Aarush Lall,Bangalore,South,2024-07,1581,1720.67
39,Aarush Lall,Bangalore,South,2024-08,1571,1650.33
39,Aarush Lall,Bangalore,South,2024-09,1521,1557.67
39,Aarush Lall,Bangalore,South,2024-10,1863,1651.67
39,Aarush Lall,Bangalore,South,2024-11,1833,1739.0
39,Aarush Lall,Bangalore,South,2024-12,1716,1804.0
40,Yashica Cherian,Bangalore,South,2023-07,1519,1519.0
40,Yashica Cherian,Bangalore,South,2023-08,1533,1526.0
40,Yashica Cherian,Bangalore,South,2023-09,1535,1529.0
40,Yashica Cherian,Bangalore,South,2023-10,1776,1614.67
40,Yashica Cherian,Bangalore,South,2023-11,1826,1712.33
40,Yashica Cherian,Bangalore,South,2023-12,1705,1769.0
40,Yashica Cherian,Bangalore,South,2024-01,1677,1736.0
40,Yashica Cherian,Bangalore,South,2024-02,1903,1761.67
40,Yashica Cherian,Bangalore,South,2024-03,1916,1832.0
40,Yashica Cherian,Bangalore,South,2024-04,1961,1926.67
40,Yashica Cherian,Bangalore,South,2024-05,1922,1933.0
40,Yashica Cherian,Bangalore,South,2024-06,1990,1957.67
40,Yashica Cherian,Bangalore,South,2024-07,1688,1866.67
40,Yashica Cherian,Bangalore,South,2024-08,1730,1802.67
40,Yashica Cherian,Bangalore,South,2024-09,1680,1699.33
40,Yashica Cherian,Bangalore,South,2024-10,1962,1790.67
40,Yashica Cherian,Bangalore,South,2024-11,1999,1880.33
40,Yashica Cherian,Bangalore,South,2024-12,1796,1919.0
41,Yashica Issac,Bangalore,South,2023-07,1516,1516.0
41,Yashica Issac,Bangalore,South,2023-08,1534,1525.0
41,Yashica Issac,Bangalore,South,2023-09,1536,1528.67
41,Yashica Issac,Bangalore,South,2023-10,1792,1620.67
41,Yashica Issac,Bangalore,South,2023-11,1834,1720.67
41,Yashica Issac,Bangalore,South,2023-12,1706,1777.33
41,Yashica Issac,Bangalore,South,2024-01,1668,1736.0
41,Yashica Issac,Bangalore,South,2024-02,1897,1757.0
41,Yashica Issac,Bangalore,South,2024-03,1925,1830.0
41,Yashica Issac,Bangalore,South,2024-04,1966,1929.33
41,Yashica Issac,Bangalore,South,2024-05,1925,1938.67
41,Yashica Issac,Bangalore,South,2024-06,1989,1960.0
41,Yashica Issac,Bangalore,South,2024-07,1682,1865.33
41,Yashica Issac,Bangalore,South,2024-08,1725,1798.67
41,Yashica Issac,Bangalore,South,2024-09,1678,1695.0
41,Yashica Issac,Bangalore,South,2024-10,1971,1791.33
41,Yashica Issac,Bangalore,South,2024-11,2000,1883.0
41,Yashica Issac,Bangalore,South,2024-12,1784,1918.33
42,Kashvi Edwin,Bangalore,South,2023-07,1472,1472.0
42,Kashvi Edwin,Bangalore,South,2023-08,1493,1482.5
42,Kashvi Edwin,Bangalore,South,2023-09,1489,1484.67
42,Kashvi Edwin,Bangalore,South,2023-10,1738,1573.33
42,Kashvi Edwin,Bangalore,South,2023-11,1796,1674.33
42,Kashvi Edwin,Bangalore,South,2023-12,1673,1735.67
42,Kashvi Edwin,Bangalore,South,2024-01,1630,1699.67
42,Kashvi Edwin,Bangalore,South,2024-02,1847,1716.67
42,Kashvi Edwin,Bangalore,South,2024-03,1864,1780.33
42,Kashvi Edwin,Bangalore,South,2024-04,1904,1871.67
42,Kashvi Edwin,Bangalore,South,2024-05,1882,1883.33
42,Kashvi Edwin,Bangalore,South,2024-06,1939,1908.33
42,Kashvi Edwin,Bangalore,South,2024-07,1642,1821.0
42,Kashvi Edwin,Bangalore,South,2024-08,1677,1752.67
42,Kashvi Edwin,Bangalore,South,2024-09,1635,1651.33
42,Kashvi Edwin,Bangalore,South,2024-10,1904,1738.67
42,Kashvi Edwin,Bangalore,South,2024-11,1952,1830.33
42,Kashvi Edwin,Bangalore,South,2024-12,1734,1863.33
43,Ekiya Suresh,Bangalore,South,2023-07,1471,1471.0
43,Ekiya Suresh,Bangalore,South,2023-08,1487,1479.0
43,Ekiya Suresh,Bangalore,South,2023-09,1476,1478.0
43,Ekiya Suresh,Bangalore,South,2023-10,1720,1561.0
43,Ekiya Suresh,Bangalore,South,2023-11,1776,1657.33
43,Ekiya Suresh,Bangalore,South,2023-12,1664,1720.0
43,Ekiya Suresh,Bangalore,South,2024-01,1607,1682.33
43,Ekiya Suresh,Bangalore,South,2024-02,1840,1703.67
43,Ekiya Suresh,Bangalore,South,2024-03,1856,1767.67
43,Ekiya Suresh,Bangalore,South,2024-04,1907,1867.67
43,Ekiya Suresh,Bangalore,South,2024-05,1855,1872.67
43,Ekiya Suresh,Bangalore,South,2024-06,1917,1893.0
43,Ekiya Suresh,Bangalore,South,2024-07,1618,1796.67
43,Ekiya Suresh,Bangalore,South,2024-08,1663,1732.67
43,Ekiya Suresh,Bangalore,South,2024-09,1613,1631.33
43,Ekiya Suresh,Bangalore,South,2024-10,1887,1721.0
43,Ekiya Suresh,Bangalore,South,2024-11,1937,1812.33
43,Ekiya Suresh,Bangalore,South,2024-12,1731,1851.67
44,Isaac Patil,Bangalore,South,2023-07,1477,1477.0
44,Isaac Patil,Bangalore,South,2023-08,1472,1474.5
44,Isaac Patil,Bangalore,South,2023-09,1485,1478.0
44,Isaac Patil,Bangalore,South,2023-10,1731,1562.67
44,Isaac Patil,Bangalore,South,2023-11,1778,1664.67
44,Isaac Patil,Bangalore,South,2023-12,1663,1724.0
44,Isaac Patil,Bangalore,South,2024-01,1627,1689.33
44,Isaac Patil,Bangalore,South,2024-02,1839,1709.67
44,Isaac Patil,Bangalore,South,2024-03,1872,1779.33
44,Isaac Patil,Bangalore,South,2024-04,1908,1873.0
44,Isaac Patil,Bangalore,South,2024-05,1868,1882.67
44,Isaac Patil,Bangalore,South,2024-06,1931,1902.33
44,Isaac Patil,Bangalore,South,2024-07,1639,1812.67
44,Isaac Patil,Bangalore,South,2024-08,1672,1747.33
44,Isaac Patil,Bangalore,South,2024-09,1625,1645.33
44,Isaac Patil,Bangalore,South,2024-10,1902,1733.0
44,Isaac Patil,Bangalore,South,2024-11,1934,1820.33
44,Isaac Patil,Bangalore,South,2024-12,1725,1853.67
45,Wriddhish Bhardwaj,Chennai,South,2023-07,1161,1161.0
45,Wriddhish Bhardwaj,Chennai,South,2023-08,1141,1151.0
45,Wriddhish Bhardwaj,Chennai,South,2023-09,1215,1172.33
45,Wriddhish Bhardwaj,Chennai,South,2023-10,1415,1257.0
45,Wriddhish Bhardwaj,Chennai,South,2023-11,1375,1335.0
45,Wriddhish Bhardwaj,Chennai,South,2023-12,1238,1342.67
45,Wriddhish Bhardwaj,Chennai,South,2024-01,1297,1303.33
45,Wriddhish Bhardwaj,Chennai,South,2024-02,1458,1331.0
45,Wriddhish Bhardwaj,Chennai,South,2024-03,1440,1398.33
45,Wriddhish Bhardwaj,Chennai,South,2024-04,1444,1447.33
45,Wriddhish Bhardwaj,Chennai,South,2024-05,1493,1459.0
45,Wriddhish Bhardwaj,Chennai,South,2024-06,1494,1477.0
45,Wriddhish Bhardwaj,Chennai,South,2024-07,1293,1426.67
45,Wriddhish Bhardwaj,Chennai,South,2024-08,1310,1365.67
45,Wriddhish Bhardwaj,Chennai,South,2024-09,1350,1317.67
45,Wriddhish Bhardwaj,Chennai,South,2024-10,1533,1397.67
45,Wriddhish Bhardwaj,Chennai,South,2024-11,1571,1484.67
45,Wriddhish Bhardwaj,Chennai,South,2024-12,1406,1503.33
46,Farhan Chada,Chennai,South,2023-07,1193,1193.0
46,Farhan Chada,Chennai,South,2023-08,1176,1184.5
46,Farhan Chada,Chennai,South,2023-09,1238,1202.33
46,Farhan Chada,Chennai,South,2023-10,1449,1287.67
46,Farhan Chada,Chennai,South,2023-11,1396,1361.0
46,Farhan Chada,Chennai,South,2023-12,1269,1371.33
46,Farhan Chada,Chennai,South,2024-01,1332,1332.33
46,Farhan Chada,Chennai,South,2024-02,1492,1364.33
46,Farhan Chada,Chennai,South,2024-03,1471,1431.67
46,Farhan Chada,Chennai,South,2024-04,1493,1485.33
46,Farhan Chada,Chennai,South,2024-05,1525,1496.33
46,Farhan Chada,Chennai,South,2024-06,1518,1512.0
46,Farhan Chada,Chennai,South,2024-07,1319,1454.0
46,Farhan Chada,Chennai,South,2024-08,1331,1389.33
46,Farhan Chada,Chennai,South,2024-09,1387,1345.67
46,Farhan Chada,Chennai,South,2024-10,1567,1428.33
46,Farhan Chada,Chennai,South,2024-11,1617,1523.67
46,Farhan Chada,Chennai,South,2024-12,1440,1541.33
47,Ekapad Walia,Chennai,South,2023-07,1162,1162.0
47,Ekapad Walia,Chennai,South,2023-08,1145,1153.5
47,Ekapad Walia,Chennai,South,2023-09,1212,1173.0
47,Ekapad Walia,Chennai,South,2023-10,1417,1258.0
47,Ekapad Walia,Chennai,South,2023-11,1373,1334.0
47,Ekapad Walia,Chennai,South,2023-12,1238,1342.67
47,Ekapad Walia,Chennai,South,2024-01,1297,1302.67
47,Ekapad Walia,Chennai,South,2024-02,1463,1332.67
47,Ekapad Walia,Chennai,South,2024-03,1450,1403.33
47,Ekapad Walia,Chennai,South,2024-04,1459,1457.33
47,Ekapad Walia,Chennai,South,2024-05,1496,1468.33
47,Ekapad Walia,Chennai,South,2024-06,1493,1482.67
47,Ekapad Walia,Chennai,South,2024-07,1284,1424.33
47,Ekapad Walia,Chennai,South,2024-08,1306,1361.0
47,Ekapad Walia,Chennai,South,2024-09,1352,1314.0
47,Ekapad Walia,Chennai,South,2024-10,1542,1400.0
47,Ekapad Walia,Chennai,South,2024-11,1583,1492.33
47,Ekapad Walia,Chennai,South,2024-12,1411,1512.0
48,Kabir Soman,Chennai,South,2023-07,1167,1167.0
48,Kabir Soman,Chennai,South,2023-08,1149,1158.0
48,Kabir Soman,Chennai,South,2023-09,1207,1174.33
48,Kabir Soman,Chennai,South,2023-10,1418,1258.0
48,Kabir Soman,Chennai,South,2023-11,1363,1329.33
48,Kabir Soman,Chennai,South,2023-12,1235,1338.67
48,Kabir Soman,Chennai,South,2024-01,1301,1299.67
48,Kabir Soman,Chennai,South,2024-02,1455,1330.33
48,Kabir Soman,Chennai,South,2024-03,1445,1400.33
48,Kabir Soman,Chennai,South,2024-04,1456,1452.0
48,Kabir Soman,Chennai,South,2024-05,1495,1465.33
48,Kabir Soman,Chennai,South,2024-06,1502,1484.33
48,Kabir Soman,Chennai,South,2024-07,1287,1428.0
48,Kabir Soman,Chennai,South,2024-08,1311,1366.67
48,Kabir Soman,Chennai,South,2024-09,1352,1316.67
48,Kabir Soman,Chennai,South,2024-10,1542,1401.67
48,Kabir Soman,Chennai,South,2024-11,1587,1493.67
48,Kabir Soman,Chennai,South,2024-12,1421,1516.67
49,Alka Wable,Chennai,South,2023-07,1171,1171.0
49,Alka Wable,Chennai,South,2023-08,1154,1162.5
49,Alka Wable,Chennai,South,2023-09,1225,1183.33
49,Alka Wable,Chennai,South,2023-10,1434,1271.0
49,Alka Wable,Chennai,South,2023-11,1378,1345.67
49,Alka Wable,Chennai,South,2023-12,1244,1352.0
49,Alka Wable,Chennai,South,2024-01,1318,1313.33
49,Alka Wable,Chennai,South,2024-02,1477,1346.33
49,Alka Wable,Chennai,South,2024-03,1456,1417.0
49,Alka Wable,Chennai,South,2024-04,1475,1469.33
49,Alka Wable,Chennai,South,2024-05,1497,1476.0
49,Alka Wable,Chennai,South,2024-06,1513,1495.0
49,Alka Wable,Chennai,South,2024-07,1295,1435.0
49,Alka Wable,Chennai,South,2024-08,1320,1376.0
49,Alka Wable,Chennai,South,2024-09,1360,1325.0
49,Alka Wable,Chennai,South,2024-10,1547,1409.0
49,Alka Wable,Chennai,South,2024-11,1601,1502.67
49,Alka Wable,Chennai,South,2024-12,1424,1524.0
50,Siddharth Zacharia,Chennai,South,2023-07,1230,1230.0
50,Siddharth Zacharia,Chennai,South,2023-08,1208,1219.0
50,Siddharth Zacharia,Chennai,South,2023-09,1220,1219.33
50,Siddharth Zacharia,Chennai,South,2023-10,1422,1283.33
50,Siddharth Zacharia,Chennai,South,2023-11,1453,1365.0
50,Siddharth Zacharia,Chennai,South,2023-12,1320,1398.33
50,Siddharth Zacharia,Chennai,South,2024-01,1346,1373.0
50,Siddharth Zacharia,Chennai,South,2024-02,1444,1370.0
50,Siddharth Zacharia,Chennai,South,2024-03,1481,1423.67
50,Siddharth Zacharia,Chennai,South,2024-04,1485,1470.0
50,Siddharth Zacharia,Chennai,South,2024-05,1501,1489.0
50,Siddharth Zacharia,Chennai,South,2024-06,1485,1490.33
50,Siddharth Zacharia,Chennai,South,2024-07,1300,1428.67
50,Siddharth Zacharia,Chennai,South,2024-08,1335,1373.33
50,Siddharth Zacharia,Chennai,South,2024-09,1419,1351.33
50,Siddharth Zacharia,Chennai,South,2024-10,1533,1429.0
50,Siddharth Zacharia,Chennai,South,2024-11,1611,1521.0
50,Siddharth Zacharia,Chennai,South,2024-12,1451,1531.67
51,Devika Rastogi,Chennai,South,2023-07,1223,1223.0
51,Devika Rastogi,Chennai,South,2023-08,1195,1209.0
51,Devika Rastogi,Chennai,South,2023-09,1206,1208.0
51,Devika Rastogi,Chennai,South,2023-10,1414,1271.67
